Date/Time,Electricity:Facility [J](Daily),DistrictCooling:Facility [J](Daily),DistrictHeating:Facility [J](Daily),Gas:Facility [J](Daily),Carbon Equivalent:Facility [kg](Daily),Electricity:Facility [J](Monthly),DistrictCooling:Facility [J](Monthly),DistrictHeating:Facility [J](Monthly),Gas:Facility [J](Monthly),Carbon Equivalent:Facility [kg](Monthly),Electricity:Facility [J](RunPeriod),DistrictCooling:Facility [J](RunPeriod),DistrictHeating:Facility [J](RunPeriod),Gas:Facility [J](RunPeriod),Carbon Equivalent:Facility [kg](RunPeriod) 
 03/17,512977559.625907,0.0,1924016984.31419,0.0,0.0 
 03/18,259946577.113356,0.0,1582968877.25272,0.0,0.0 
 03/19,260044077.113356,0.0,1791825055.59858,0.0,0.0 
 03/20,498781608.876848,0.0,1286048323.54363,0.0,0.0 
 03/21,493756791.558175,0.0,717349930.628003,0.0,0.0 
 03/22,501344899.639557,0.0,646422451.455218,0.0,0.0 
 03/23,500637697.110808,0.0,568389711.526021,0.0,0.0 
 03/24,490149742.874273,0.0,243564492.230316,0.0,0.0 
 03/25,221236000.19028,0.0,0.0,0.0,0.0 
 03/26,221236000.19028,0.0,0.0,0.0,0.0 
 03/27,473744296.338807,0.0,0.0,0.0,0.0 
 03/28,474808296.016838,0.0,60483716.6944936,0.0,0.0 
 03/29,490618821.953134,0.0,332376996.665952,0.0,0.0 
 03/30,493680996.490065,0.0,236468089.075893,0.0,0.0 
 03/31,483612594.933677,0.0,216464815.511633,0.0,0.0,13281730793.72,0.0,32969622749.6865,0.0,0.0,37581184149.1106,0.0,145012372163.535,0.0,0.0 
