Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),SPACE1-1:Zone People Occupant Count [](TimeStep),SPACE1-1:Zone Air Temperature [C](TimeStep),SPACE1-1:Zone Air Relative Humidity [%](TimeStep),SPACE1-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE1-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),Whole Building:Facility Total HVAC Electric Demand Power [W](TimeStep),SPACE1-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PMV [](TimeStep),SPACE1-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](TimeStep),SPACE1-1 PEOPLE 1:Zone Thermal Comfort Mean Radiant Temperature [C](TimeStep),SPACE1-1 PEOPLE 1:Zone Thermal Comfort Clothing Value [clo](TimeStep),SPACE1-1 IN NODE:System Node Temperature [C](TimeStep),SPACE1-1 IN NODE:System Node Mass Flow Rate [kg/s](TimeStep),VAV SYS 1 OUTLET NODE:System Node Temperature [C](TimeStep),VAV SYS 1 OUTLET NODE:System Node Mass Flow Rate [kg/s](TimeStep) 
 01/01  00:15:00,1.8,95.25,4.1,265,0,0,0,20.99998347,39.40315031,21,25,7616.84524,-1.126928984,31.757143,18.99715465,0.749999995,23.67331722,0.739283683,18.0000097,3.564132997
 01/01  00:30:00,3.6,95.5,4.1,240,0,0,0,20.99998474,39.29827617,21,25,7482.039443,-1.118785299,31.37862265,19.07225688,0.749999995,23.56478766,0.739283683,18.00000956,3.564132997
 01/01  00:45:00,5.4,95.75,4.1,215,0,0,0,21.59156125,37.68896336,22,26,7696.807427,-1.109554013,30.95221127,19.15580556,0.749999995,25.13995365,0.739283683,18.00548818,3.248545773
 01/01  01:00:00,7.2,96,4.1,190,0,0,0,21.09840298,38.77049075,21,25,5737.247299,-0.986548758,25.55671784,19.50631961,0.749999995,22.88222112,0.739283683,17.99771699,3.061548682
 01/01  01:15:00,7.2,96,4.35,197.5,0,0,0,20.10202063,41.23316148,20,24,4060.013348,-1.073390691,29.30966683,19.35592161,0.749999995,20.65377631,0.739283683,18.00692308,3.093274138
 01/01  01:30:00,7.2,96,4.6,205,0,0,0,19.10672407,43.87262644,19,23,2974.50433,-1.256930714,38.07455639,18.98411116,0.749999995,18.97380299,0.739283683,18.0089312,3.252856059
 01/01  01:45:00,7.2,96,4.85,212.5,0,0,0,18.4075898,45.84195122,18,22,2497.95091,-1.454772418,48.4505853,18.47355069,0.749999995,18.00564646,0.739283683,18.00564646,3.450989819
 01/01  02:00:00,7.2,96,5.1,220,0,0,0,18.13450218,46.63630107,17,21,2611.958238,-1.603805256,56.55237059,18.03707005,0.749999995,17.99998169,0.739283683,17.99998169,3.535617438
 01/01  02:15:00,7.2,96,4.975,220,0,0,0,17.93067007,47.24044816,17,21,2651.480551,-1.666963321,59.97596139,17.82404549,0.749999995,17.99998406,0.739283683,17.99998406,3.564132997
 01/01  02:30:00,7.2,96,4.85,220,0,0,0,17.97997523,47.09765564,18,22,3084.691822,-1.711347382,62.35828964,17.68836953,0.749999995,18.56493498,0.739283683,17.99998566,3.564132997
 01/01  02:45:00,7.2,96,4.725,220,0,0,0,17.84244068,47.50976441,17,21,2651.480551,-1.709844987,62.27807996,17.64199934,0.749999995,17.99998689,0.739283683,17.99998689,3.564132997
 01/01  03:00:00,7.2,96,4.6,220,0,0,0,17.72974852,47.85096502,16,20,2651.480551,-1.740183422,63.89085958,17.54700865,0.749999995,17.99998686,0.739283683,17.99998686,3.564132997
 01/01  03:15:00,7.325,95.25,4.725,225,0,0,0,17.67602441,48.02877036,15,19,2651.480551,-1.765324345,65.21506222,17.46618666,0.749999995,17.9999865,0.739283683,17.9999865,3.564132997
 01/01  03:30:00,7.45,94.5,4.85,230,0,0,0,17.64648839,48.13382311,15,18,2651.480551,-1.778810201,65.92020557,17.41443317,0.749999995,17.99998663,0.739283683,17.99998663,3.564132997
 01/01  03:45:00,7.575,93.75,4.975,235,0,0,0,17.62545559,48.21332722,16,19,2651.480551,-1.786665545,66.32915197,17.38189966,0.749999995,17.99998649,0.739283683,17.99998649,3.564132997
 01/01  04:00:00,7.7,93,5.1,240,0,0,0,17.61032996,48.27507841,15,18,2651.480551,-1.7921146,66.61202215,17.3597834,0.749999995,17.99998636,0.739283683,17.99998636,3.564132997
 01/01  04:15:00,7.7,93,5.1,240,0,0,0,17.598777,48.31344207,16,19,2651.480551,-1.796373341,66.83263001,17.34128129,0.749999995,17.9999868,0.739283683,17.9999868,3.564132997
 01/01  04:30:00,7.7,93,5.1,240,0,0,0,17.59014843,48.34285707,15,18,2651.480551,-1.799550917,66.99695818,17.32776828,0.749999995,17.99998708,0.739283683,17.99998708,3.564132997
 01/01  04:45:00,7.7,93,5.1,240,0,0,0,17.10284619,49.8792077,15,17,1078.472537,-1.801954122,67.12108212,17.31738735,0.749999995,16.51636861,0.739283683,16.51636861,2.201503452
 01/01  05:00:00,7.7,93,5.1,240,0,0,0,17.40338582,48.93676631,16,18,2651.480551,-1.897069899,71.91023863,17.08583963,0.749999995,17.97536944,0.739283683,17.97536944,3.564132997
 01/01  05:15:00,7.7,93,5.225,240,0,0,0,17.07845229,49.96905959,15,17,1313.065383,-1.841772126,69.15669528,17.19931983,0.749999995,16.67793594,0.721424083,16.67793594,2.439738424
 01/01  05:30:00,7.7,93,5.35,240,0,0,0,17.37612913,49.03517153,16,18,2850.747698,-1.90783111,72.43504631,17.02215875,0.749999995,17.98880579,0.739283683,17.98880579,3.564132997
 01/01  05:45:00,7.7,93,5.475,240,0,0,0,17.50121622,48.6475864,16,18,2651.480551,-1.851354537,69.64029381,17.14921377,0.749999995,17.9680026,0.739283683,17.9680026,3.564132997
 01/01  06:00:00,7.7,93,5.6,240,0,0,0,17.08721238,49.95610938,15,17,1301.595533,-1.829381637,68.52765227,17.18748074,0.749999995,16.73060217,0.739283683,16.73060217,2.44233572
 01/01  06:15:00,7.7,93,5.725,240,0,0,0,17.10125693,49.92875895,16,18,3749.854265,-2.35140397,89.7831146,17.00166654,0.610492032,17.82700109,0.373297676,17.82700109,1.74526828
 01/01  06:30:00,7.7,93,5.85,240,0,0,0,17.21232034,49.58980324,17,19,4214.464918,-2.351738545,89.79257519,16.98153654,0.610492032,17.99999938,0.373297676,17.99999938,1.74526828
 01/01  06:45:00,7.7,93,5.975,240,0,0,0,17.96682879,47.29055533,18,20,5681.382626,-2.331071421,89.19742798,17.00931123,0.610492032,21.80037189,0.373297676,17.99999965,1.74526828
 01/01  07:00:00,7.7,93,6.1,240,0,0,0,17.99977807,47.2035767,18,20,4663.371882,-2.171092653,83.852101,17.35339361,0.610492032,19.44607054,0.373297676,17.99999956,1.74526828
 01/01  07:15:00,7.7,93,6.1,242.5,0,0,0,17.65747342,48.2546391,17,19,16495.95764,-2.156553078,83.30252652,17.42642873,0.610492032,17.99999983,0.373297676,17.99999983,1.74526828
 01/01  07:30:00,7.7,93,6.1,245,0,0,0,17.99004536,47.27149681,18,20,15125.84025,-2.227164396,85.87343002,17.28493063,0.610492032,20.08576056,0.373297676,18,1.74526828
 01/01  07:45:00,7.7,93,6.1,247.5,0,0,0,18.95258974,44.52002264,19,21,14596.99021,-2.144895257,82.85444315,17.52741502,0.610492032,23.87489968,0.373297676,17.99999998,1.74526828
 01/01  08:00:00,7.7,93,6.1,250,10.5,0,0,19.95065678,41.85797387,20,22,14081.22647,-1.937780194,73.87501139,17.98819281,0.610492032,26.092104,0.373297676,17.99999987,1.74526828
 01/01  08:15:00,7.7,93,6.375,250,15.75,0,11,20.90492253,40.22111458,21,23,11841.64728,-1.642308961,58.6431318,19.09622845,0.610492032,22.67059797,0.670830449,17.97302455,2.71173609
 01/01  08:30:00,7.7,93,6.65,250,21,0,11,21.91434342,38.74477619,22,24,9514.501183,-1.392950358,45.13644648,19.84935456,0.610492032,24.32672681,0.588317875,17.99128194,2.465729522
 01/01  08:45:00,7.7,93,6.925,250,25.25,0,11,22.90653774,37.39808947,23,25,8830.438092,-1.139330544,32.33773626,20.55592584,0.610492032,26.05935597,0.53911549,17.99370484,2.324392576
 01/01  09:00:00,7.7,93,7.2,250,29.5,0,11,23.82680355,36.24270312,24,26,8443.114375,-0.892012622,21.80009871,21.23698459,0.610492032,27.63870857,0.505621115,17.99527986,2.228177876
 01/01  09:15:00,7.7,93,7.05,252.5,33.75,0,11,24.76478238,34.76799455,25,27,7125.591235,-0.645287334,13.74304881,21.98607014,0.610492032,28.64607695,0.473441048,17.99572899,2.13573861
 01/01  09:30:00,7.7,93,6.9,255,38,0,11,25.50838174,33.76332898,26,28,6779.970843,-0.405239901,8.422166318,22.6668575,0.610492032,29.70899354,0.450098392,17.99667735,2.068685363
 01/01  09:45:00,7.7,93,6.75,257.5,43.5,0,11,25.05350456,35.13672882,25,27,4558.941629,-0.205972644,5.879846597,23.26878578,0.610492032,26.01977039,0.433269433,17.99786426,2.020343119
 01/01  10:00:00,7.7,93,6.6,260,49,0,11,24.05734106,37.63818195,24,28,2696.436803,-0.269437068,6.507479375,23.28597509,0.610492032,22.22427059,0.419753477,17.99863246,1.973278619
 01/01  10:15:00,7.7,93,6.475,260,54.5,0,11,24.94446534,36.11755016,25,29,4351.643712,-0.458930121,9.39620442,23.01336002,0.610492032,26.215915,0.411987664,17.99566986,1.937028244
 01/01  10:30:00,7.7,93,6.35,260,60,0,11,25.00063131,36.42671425,25,29,3650.69725,-0.261926151,6.424370627,23.42772144,0.610492032,24.84916238,0.401883908,17.99705054,1.889523762
 01/01  10:45:00,7.7,93,6.225,260,63.75,0,11,24.05072732,38.75364201,24,30,2163.227382,-0.231698526,6.113888337,23.5593245,0.610492032,21.49458274,0.390603518,17.99811366,1.83648714
 01/01  11:00:00,7.7,93,6.1,260,67.5,0,11,23.13595602,41.25027615,23,29,1338.15038,-0.41721505,8.628699053,23.27449607,0.610492032,19.50112063,0.386882787,17.99888573,1.818993507
 01/01  11:15:00,7.7,93,6.1,257.5,71.25,0,8.8,23.96218942,39.18388654,24,30,3068.095798,-0.597531551,12.48566604,22.95253764,0.610492032,24.81246763,0.348504353,17.99936724,1.637542681
 01/01  11:30:00,7.7,93,6.1,255,75,0,8.8,24.00045376,39.10706535,24,30,2082.221846,-0.446921073,9.167587306,23.14311966,0.610492032,22.18742977,0.343901947,17.99818866,1.615917022
 01/01  11:45:00,7.7,93,6.1,252.5,80.25,0,8.8,23.15371025,41.24354229,23,30,937.6654657,-0.434460303,8.93692656,23.19127235,0.610492032,19.05315312,0.338450069,17.99899721,1.590299884
 01/01  12:00:00,7.7,93,6.1,250,85.5,0,8.8,23.00145624,41.63325993,23,30,1633.481351,-0.5945454,12.41033015,22.95267628,0.610492032,21.02554402,0.338628595,18.00142656,1.591138742
 01/01  12:15:00,7.85,91.25,5.975,252.5,90.75,0,4.4,23.96295021,38.97238418,24,30,2332.667956,-0.643786426,13.70202481,22.7595018,0.610492032,25.30085934,0.26206804,18.00119111,1.229217715
 01/01  12:30:00,8,89.5,5.85,255,96,0,4.4,24.96649755,36.3244414,25,30,3496.136634,-0.463350197,9.481912578,23.03042014,0.610492032,29.87239307,0.256257923,17.99886216,1.201965635
 01/01  12:45:00,8.15,87.75,5.725,257.5,93.75,0,4.4,24.06541889,38.10226843,24,30,1262.664669,-0.254732589,6.346999661,23.4397125,0.610492032,21.66576731,0.249827993,17.99966806,1.171806352
 01/01  13:00:00,8.3,86,5.6,260,91.5,0,4.4,24.96746581,35.82119288,25,30,2835.155852,-0.430503915,8.865085209,23.19096666,0.610492032,27.89740609,0.246022416,17.99923343,1.153942618
 01/01  13:15:00,8.15,86,5.85,260,89.25,0,8.8,25.95965846,33.84403602,26,30,4525.429144,-0.23636177,6.159282875,23.61947805,0.610492032,30.54067011,0.310077324,17.99589041,1.456982813
 01/01  13:30:00,8,86,6.1,260,87,0,8.8,25.03853977,36.03921185,25,29,2216.645026,-0.020451134,5.008658123,24.07348778,0.610492032,23.50347727,0.306680686,17.99938409,1.441022781
 01/01  13:45:00,7.85,86,6.35,260,85,0,8.8,25.00214899,36.18298979,25,29,3030.202704,-0.19794027,5.812448671,23.80989943,0.610492032,25.94961221,0.309330094,18.00372859,1.453471749
 01/01  14:00:00,7.7,86,6.6,260,83,0,8.8,25.00165205,36.07550324,25,29,2648.864263,-0.194198877,5.781976532,23.86882015,0.610492032,24.73097289,0.310337169,18.00099376,1.458203762
 01/01  14:15:00,7.575,86,6.75,262.5,81,0,11,24.08100561,38.18215187,24,28,1441.734655,-0.186780586,5.723287529,23.93148987,0.610492032,20.43165664,0.341927786,17.99854611,1.607630124
 01/01  14:30:00,7.45,86,6.9,265,79,0,11,23.19164434,40.15909195,23,27,880.2617035,-0.365938588,7.787434356,23.63630718,0.610492032,18.80595304,0.345090515,18.00010172,1.62250022
 01/01  14:45:00,7.325,86,7.05,267.5,71.75,0,11,23.00205186,40.31485116,23,27,1325.66184,-0.554606094,11.4399193,23.25484638,0.610492032,19.97463617,0.350346992,18.00426188,1.647214417
 01/01  15:00:00,7.2,86,7.2,270,64.5,0,11,23.00079595,40.04357227,23,27,1360.019631,-0.606651748,12.71815026,23.09946219,0.610492032,20.02283484,0.353421323,18.00297098,1.661668891
 01/01  15:15:00,7.05,85,7.325,270,57.25,0,11,23.95570594,37.63791657,24,28,3206.73996,-0.624266075,13.17737824,22.98423547,0.610492032,24.97659482,0.356131888,17.99950599,1.674413064
 01/01  15:30:00,6.9,84,7.45,270,50,0,11,24.00077717,37.35219673,24,28,2300.062344,-0.455761169,9.335274089,23.16696188,0.610492032,22.48915128,0.357880882,18.00268442,1.682636246
 01/01  15:45:00,6.75,83,7.575,270,42,0,11,24.00137923,37.10753032,24,28,2722.201823,-0.447706175,9.182343797,23.18471724,0.610492032,23.55113163,0.360905308,18.00294523,1.696856089
 01/01  16:00:00,6.6,82,7.7,270,34,0,11,23.13105899,38.85732448,23,27,1213.402514,-0.45064768,9.237866995,23.17490997,0.610492032,19.45481757,0.365630129,18.00102373,1.719070616
 01/01  16:15:00,6.325,83,7.575,272.5,26,0,11,23.00201682,38.67669529,23,27,2294.247047,-0.626987545,13.24953125,22.85920061,0.610492032,22.09781166,0.376097081,18.00813918,1.768282724
 01/01  16:30:00,6.05,84,7.45,275,18,0,11,23.94629188,36.2606269,24,28,3523.13485,-0.673400117,14.52949015,22.6850488,0.610492032,24.9923812,0.385291057,18.00072234,1.811566844
 01/01  16:45:00,5.775,85,7.325,277.5,13.5,0,11,23.06032478,37.84899315,23,27,1776.535894,-0.502488019,10.27757352,22.90200869,0.610492032,20.47744744,0.394008477,18.00163892,1.852496117
 01/01  17:00:00,5.5,86,7.2,280,0,0,11,23.94681253,35.50314409,24,28,3802.223145,-0.684134567,14.83880955,22.5729224,0.610492032,25.12115315,0.406159647,18.00043732,1.90962686
 01/01  17:15:00,5.225,86.75,7.05,280,0,0,11,24.00075708,35.11017395,24,28,3425.369592,-0.522239243,10.70423129,22.79283451,0.610492032,23.7599422,0.413575355,18.00571143,1.944493035
 01/01  17:30:00,4.95,87.5,6.9,280,0,0,11,23.05404676,37.01534055,23,27,2347.234219,-0.512959195,10.50166611,22.81451915,0.610492032,20.82372335,0.424722234,18.00140739,1.994200102
 01/01  17:45:00,4.675,88.25,6.75,280,0,0,11,23.00209688,36.75640861,23,27,3538.134804,-0.704646213,15.44371707,22.46891138,0.610492032,22.88887507,0.437666817,18.00526508,2.032974882
 01/01  18:00:00,4.4,89,6.6,280,0,0,11,22.11751,38.51032104,22,26,2322.91778,-0.73140916,16.26026625,22.34723422,0.610492032,19.5922641,0.452536713,18.00156418,2.075689592
 01/01  18:15:00,4.25,88.25,6.475,285,0,0,5.5,22.96144502,35.78061175,23,27,3648.875874,-0.951719005,24.13152793,21.72667018,0.610492032,26.13874222,0.358846036,18.00605346,1.684049011
 01/01  18:30:00,4.1,87.5,6.35,290,0,0,5.5,23.95245277,33.00848771,24,28,4955.879794,-0.819138344,19.15185323,21.79030793,0.610492032,29.0632365,0.373287176,18.00249456,1.751820661
 01/01  18:45:00,3.95,86.75,6.225,295,0,0,5.5,23.74689507,33.74353377,25,29,11259.1545,-0.63663983,13.50802847,22.06822056,0.610492032,25.13225463,0.739283683,18.00001199,3.564132997
 01/01  19:00:00,3.8,86,6.1,300,0,0,5.5,23.63092725,34.18042744,25,29,11065.89068,-0.678287994,14.66971894,21.97428638,0.610492032,25.13220954,0.739283683,17.999997,3.564132997
 01/01  19:15:00,3.525,86.75,5.975,300,0,0,1.1,23.39190039,34.59378266,24,28,10837.94377,-0.735557656,16.38959759,21.66282335,0.610492032,25.13172613,0.739283683,17.99998762,3.564132997
 01/01  19:30:00,3.25,87.5,5.85,300,0,0,1.1,23.0652065,35.18535653,23,27,10258.30885,-0.803837264,18.62398557,21.43347996,0.610492032,24.7125099,0.739283683,18.00000168,3.564132997
 01/01  19:45:00,2.975,88.25,5.725,300,0,0,1.1,22.09890859,37.33269283,22,26,8297.220072,-0.88612113,21.57785303,21.18910973,0.610492032,22.49630514,0.739283683,17.9999998,3.564132997
 01/01  20:00:00,2.7,89,5.6,300,0,0,1.1,22.64527485,36.10855843,23,27,10155.88977,-1.098480698,30.44449315,20.697878,0.610492032,25.13156437,0.739283683,17.99999991,3.564132997
 01/01  20:15:00,2.425,88,5.35,295,0,0,1.1,22.10714823,37.30061726,22,26,8848.582531,-1.014146162,26.71906599,20.70826146,0.610492032,23.56875291,0.739283683,18.00000056,3.564132997
 01/01  20:30:00,2.15,87,5.1,290,0,0,1.1,21.10256449,39.65559219,21,25,7078.727682,-1.137080258,32.23201646,20.39555655,0.610492032,21.51861663,0.739283683,18.00000097,3.564132997
 01/01  20:45:00,1.875,86,4.85,285,0,0,1.1,21.82932035,37.91271571,22,26,8939.098381,-1.37461536,44.16379642,19.76095972,0.610492032,24.14525613,0.739283683,17.99999981,3.564132997
 01/01  21:00:00,1.6,85,4.6,280,0,0,1.1,22.20636037,37.03385291,23,27,9631.645437,-1.232399818,36.845636,19.99534318,0.610492032,25.1317273,0.739283683,18.00000107,3.564132997
 01/01  21:15:00,1.325,87.75,4.35,277.5,0,0,0,22.24753373,36.84886467,24,28,9631.419562,-1.175541763,34.06094657,19.99525631,0.610492032,25.13178642,0.739283683,18.00000392,3.564132997
 01/01  21:30:00,1.05,90.5,4.1,275,0,0,0,22.20446461,36.88330504,23,29,9599.516319,-1.175043571,34.03696381,19.95438713,0.610492032,25.1318191,0.739283683,18.00000341,3.564132997
 01/01  21:45:00,0.775,93.25,3.85,272.5,0,0,0,22.06706914,37.14941068,22,28,9305.868603,-1.189624765,34.74197593,19.89659373,0.610492032,24.81311001,0.739283683,18.00001378,3.564132997
 01/01  22:00:00,0.5,96,3.6,270,0,0,0,21.09884459,39.36643796,21,27,7316.88811,-1.223299039,36.39378065,19.80353118,0.610492032,22.36200718,0.739283683,18.00000464,3.564132997
 01/01  22:15:00,0.45,95.75,3.675,272.5,0,0,0,21.00368015,39.52039967,21,27,8128.326018,-1.426074606,46.90622378,19.3848214,0.610492032,23.56096191,0.739283683,18.0000071,3.564132997
 01/01  22:30:00,0.4,95.5,3.75,275,0,0,0,20.0927586,41.74562764,20,26,5960.839992,-1.45955023,48.70854618,19.24342074,0.610492032,20.87274012,0.739283683,18.0000042,3.564132997
 01/01  22:45:00,0.35,95.25,3.825,277.5,0,0,0,19.10065776,44.2945982,19,25,4559.169854,-1.656578624,59.41525047,18.80722248,0.610492032,19.21436864,0.739283683,18.0000037,3.564132997
 01/01  23:00:00,0.3,95,3.9,280,0,0,0,19.00371727,44.46246148,19,25,5304.03085,-1.881387286,71.13874015,18.2420883,0.610492032,20.32457644,0.739283683,18.00000849,3.564132997
 01/01  23:15:00,0.225,95,3.95,282.5,0,0,0,18.20747945,46.67836365,18,24,3548.012018,-1.916064694,72.8339892,18.09276965,0.610492032,18.17008886,0.739283683,18.00000519,3.564132997
 01/01  23:30:00,0.15,95,4,285,0,0,0,17.84035653,47.70387941,17,23,3343.035833,-2.107192754,81.36075805,17.55976415,0.610492032,17.99999924,0.739283683,17.99999924,3.564132997
 01/01  23:45:00,0.075,95,4.05,287.5,0,0,0,17.59873367,48.34602343,17,23,3265.322419,-2.199231535,84.88611217,17.28411289,0.610492032,18.00000884,0.739283683,18.00000884,3.564132997
 01/01  24:00:00,0,95,4.1,290,0,0,0,17.46409711,48.68014672,16,24,3211.001038,-2.259243532,86.95858776,17.10852994,0.610492032,18.00000982,0.739283683,18.00000982,3.564132997
 01/02  00:15:00,-0.15,94,4.875,287.5,0,0,0,17.3620901,48.90228293,15,23,3179.360698,-2.301030194,88.29326937,16.94680026,0.610492032,18.00001106,0.739283683,18.00001106,3.564132997
 01/02  00:30:00,-0.3,93,5.65,285,0,0,0,17.28774652,49.02683968,15,24,3111.480551,-2.333819151,89.27781512,16.81612399,0.610492032,18.05348436,0.739283683,18.05348436,3.564132997
 01/02  00:45:00,-0.45,92,6.425,282.5,0,0,0,17.19861535,49.18476088,15,25,3141.480551,-2.359044098,89.99772429,16.71176905,0.610492032,17.98298977,0.739283683,17.98298977,3.564132997
 01/02  01:00:00,-0.6,91,7.2,280,0,0,0,17.10606417,49.34236722,15,25,3171.480551,-2.38590548,90.72864619,16.61278755,0.610492032,17.92592018,0.739283683,17.92592018,3.564132997
 01/02  01:15:00,-0.875,91,7.2,277.5,0,0,0,17.06024962,49.38082863,16,26,3748.611312,-2.41278482,91.42349613,16.51721551,0.610492032,18.00001807,0.739283683,18.00001807,3.564132997
 01/02  01:30:00,-1.15,91,7.2,275,0,0,0,17.02181761,49.39372504,15,27,4081.343868,-2.429551061,91.83856931,16.44455479,0.610492032,18.00002003,0.739283683,18.00002003,3.564132997
 01/02  01:45:00,-1.425,91,7.2,272.5,0,0,0,16.98254737,49.40524854,15,27,4319.466826,-2.443825006,92.18094014,16.38261597,0.610492032,18.00002024,0.739283683,18.00002024,3.564132997
 01/02  02:00:00,-1.7,91,7.2,270,0,0,0,16.94548148,49.40702472,15,27,4523.404386,-2.457662971,92.50327684,16.32522908,0.610492032,18.00002051,0.739283683,18.00002051,3.564132997
 01/02  02:15:00,-1.975,90,7.325,267.5,0,0,0,16.91021073,49.38352482,15,27,4729.851068,-2.47082223,92.80113444,16.27104017,0.610492032,18.00002117,0.739283683,18.00002117,3.564132997
 01/02  02:30:00,-2.25,89,7.45,265,0,0,0,16.87648851,49.34938162,15,26,4932.128404,-2.48336342,93.07720857,16.21976608,0.610492032,18.00002154,0.739283683,18.00002154,3.564132997
 01/02  02:45:00,-2.525,88,7.575,262.5,0,0,0,16.84414116,49.30568493,15,25,5127.840023,-2.495398127,93.33504902,16.17078266,0.610492032,18.0000225,0.739283683,18.0000225,3.564132997
 01/02  03:00:00,-2.8,87,7.7,260,0,0,0,16.81292193,49.25278144,15,25,5318.389356,-2.507009612,93.5773091,16.12362565,0.610492032,18.00002346,0.739283683,18.00002346,3.564132997
 01/02  03:15:00,-2.95,85,7.425,262.5,0,0,0,16.78941179,49.17884185,16,26,5478.166494,-2.517375134,93.7882221,16.08510597,0.610492032,18.00002431,0.739283683,18.00002431,3.564132997
 01/02  03:30:00,-3.1,83,7.15,265,0,0,0,16.93941555,48.56800921,17,27,6082.1949,-2.525871526,93.95737242,16.05184996,0.610492032,18.5848054,0.739283683,18.00002518,3.564132997
 01/02  03:45:00,-3.25,81,6.875,267.5,0,0,0,16.85425005,48.68611964,16,26,5775.27234,-2.498072385,93.39140892,16.09446903,0.610492032,18.00002492,0.739283683,18.00002492,3.564132997
 01/02  04:00:00,-3.4,79,6.6,270,0,0,0,16.7766002,48.78252385,16,26,5831.311234,-2.51674613,93.77556636,16.05563678,0.610492032,18.00002462,0.739283683,18.00002462,3.564132997
 01/02  04:15:00,-3.8,77.75,6.6,267.5,0,0,0,16.73843342,48.74997776,15,25,6011.88842,-2.537150164,94.17677043,15.99394501,0.610492032,18.00002458,0.739283683,18.00002458,3.564132997
 01/02  04:30:00,-4.2,76.5,6.6,265,0,0,0,16.71002014,48.68295819,15,24,6207.839477,-2.550130688,94.42209191,15.94313961,0.610492032,18.00002429,0.739283683,18.00002429,3.564132997
 01/02  04:45:00,-4.6,75.25,6.6,262.5,0,0,0,16.68057469,48.61604051,16,25,6390.671828,-2.561078725,94.62309813,15.89666173,0.610492032,18.00002503,0.739283683,18.00002503,3.564132997
 01/02  05:00:00,-5,74,6.6,260,0,0,0,16.65056752,48.54716441,15,24,6570.378836,-2.572188073,94.82161436,15.85024061,0.610492032,18.00002574,0.739283683,18.00002574,3.564132997
 01/02  05:15:00,-5.425,74.25,7,262.5,0,0,0,16.61572016,48.4808683,16,25,6757.751195,-2.583825938,95.02376005,15.80041804,0.610492032,18.00002609,0.739283683,18.00002609,3.564132997
 01/02  05:30:00,-5.85,74.5,7.4,265,0,0,0,16.88949535,47.46459039,17,26,7778.353285,-2.596602467,95.23892815,15.74787476,0.610492032,19.08450141,0.739283683,18.00002664,3.564132997
 01/02  05:45:00,-6.275,74.75,7.8,267.5,0,0,0,17.89841645,44.34381575,18,27,9745.183724,-2.544593432,94.31837632,15.83281564,0.610492032,21.52537945,0.739283683,18.00001356,3.564132997
 01/02  06:00:00,-6.7,75,8.2,270,0,0,0,17.14767573,46.29994329,17,26,7253.569713,-2.342533977,89.53021457,16.21127154,0.610492032,18.45733848,0.739283683,17.99999812,3.564132997
 01/02  06:15:00,-6.85,73.25,7.675,265,0,0,0,17.96517603,41.73714593,18,27,13808.62385,-1.402215309,45.62991238,15.98749953,1,25.30845044,0.373297676,18.00001441,1.74526828
 01/02  06:30:00,-7,71.5,7.15,260,0,0,0,17.99763694,40.19221544,18,27,13217.01963,-1.28729767,39.61682741,16.2725868,1,23.09968831,0.373297676,17.99999978,1.74526828
 01/02  06:45:00,-7.15,69.75,6.625,255,0,0,0,17.14147092,40.85691434,17,26,11977.20175,-1.284399313,39.46867043,16.33409052,1,19.24210282,0.373297676,17.99950047,1.74526828
 01/02  07:00:00,-7.3,68,6.1,250,0,0,0,17.96439774,36.15116277,18,27,14501.61968,-1.426714795,46.94057184,16.00315621,1,25.35919631,0.373297676,17.92638508,1.74526828
 01/02  07:15:00,-7.3,68,6.75,255,0,0,0,17.99992862,34.57069718,18,27,26267.30642,-1.314852203,41.03485659,16.27088973,1,23.32443324,0.373297676,17.97080394,1.74526828
 01/02  07:30:00,-7.3,68,7.4,260,0,0,0,17.12163888,34.94029387,17,26,24061.85953,-1.311521495,40.86256134,16.33501067,1,19.15239323,0.373297676,18.00001114,1.74526828
 01/02  07:45:00,-7.3,68,8.05,265,0,0,0,17.00362728,33.85915776,17,26,23948.10413,-1.463593372,48.92700988,15.93412082,1,19.98184382,0.373297676,18.00000389,1.74526828
 01/02  08:00:00,-7.3,68,8.7,270,18.5,4.5,0,17.9589117,30.75954933,18,27,24955.37494,-1.476560845,49.62865434,16.01048895,1,25.50880413,0.373297676,18.00000503,1.74526828
 01/02  08:15:00,-7.425,66.25,8.825,267.5,27.75,6.75,11,18.94106255,27.93739613,19,28,26170.85389,-1.268779411,38.67365261,16.98958648,1,21.14576132,0.739283683,17.76511845,2.92634033
 01/02  08:30:00,-7.55,64.5,8.95,265,37,9,11,19.90373285,25.61863084,20,29,24000.86825,-1.088522035,29.99145224,17.66840977,1,22.47318455,0.739283683,18.00000561,2.92634033
 01/02  08:45:00,-7.675,62.75,9.075,262.5,39,6.75,11,19.99712444,24.70835072,20,29,20821.46749,-0.910408855,22.50315797,18.31673275,1,21.07652766,0.739283683,18.00006086,2.92634033
