Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),SPACE1-1:Zone People Occupant Count [](TimeStep),SPACE1-1:Zone Air Temperature [C](TimeStep),SPACE1-1:Zone Air Relative Humidity [%](TimeStep),SPACE1-1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),SPACE1-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),Whole Building:Facility Total HVAC Electric Demand Power [W](TimeStep),SPACE1-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PMV [](TimeStep),SPACE1-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](TimeStep),SPACE1-1 PEOPLE 1:Zone Thermal Comfort Mean Radiant Temperature [C](TimeStep),SPACE1-1 PEOPLE 1:Zone Thermal Comfort Clothing Value [clo](TimeStep),SPACE1-1 IN NODE:System Node Temperature [C](TimeStep),SPACE1-1 IN NODE:System Node Mass Flow Rate [kg/s](TimeStep),VAV SYS 1 OUTLET NODE:System Node Temperature [C](TimeStep),VAV SYS 1 OUTLET NODE:System Node Mass Flow Rate [kg/s](TimeStep) 
 02/02  07:15:00,-6.75,64,1.95,50,0,0,0,15.44067696,23.17677892,15,29,24435.10233,-1.848552041,69.4991251,14.61758692,1,17.80277514,0.373297676,17.80277514,1.74526828
 02/02  07:30:00,-6.5,64,1.8,50,0,0,0,16.0005332,21.79707627,16,30,25099.20993,-1.869160614,70.53194667,14.55178086,1,20.99275383,0.373297676,17.98195335,1.74526828
 02/02  07:45:00,-6.25,64,1.65,50,27,51.75,0,16.97148406,20.06090262,17,30,25549.96744,-1.77340692,65.63813806,14.85930747,1,23.96809549,0.373297676,18.00000116,1.74526828
 02/02  08:00:00,-6,64,1.5,50,54,103.5,0,17.95243844,18.51449472,18,30,23639.54184,-1.572369329,54.84048429,15.72415509,1,25.167477,0.373297676,18.00000153,1.74526828
 02/02  08:15:00,-6,64,1.775,52.5,81,155.25,11,18.94045535,17.51903753,19,30,23478.10332,-1.33471421,42.06710973,16.93699365,1,20.9456177,0.739283683,17.79265781,2.92634033
 02/02  08:30:00,-6,64,2.05,55,108,207,11,19.90323739,16.63849036,20,30,20350.16601,-1.128568801,31.83362577,17.8101836,1,22.01880906,0.739283683,17.99999935,2.92634033
 02/02  08:45:00,-6,64,2.325,57.5,119,213.5,11,20.89959839,15.95266085,21,30,18569.83179,-0.930208813,23.27513637,18.61290775,1,23.18180012,0.739283683,17.9999897,2.92634033
 02/02  09:00:00,-6,64,2.6,60,130,220,11,21.86858519,15.40666118,22,30,17832.2387,-0.728884647,16.18192533,19.39092708,1,24.39538319,0.739283683,17.99999112,2.92634033
 02/02  09:15:00,-5.25,61.75,1.95,45,141,226.5,11,22.81363011,14.94464352,23,30,15161.57567,-0.5157399,10.56197247,20.30864412,1,24.85092758,0.739283683,17.99999043,2.92634033
 02/02  09:30:00,-4.5,59.5,1.3,30,152,233,11,23.49202434,14.75538098,24,30,13495.2853,-0.313496332,7.04292514,21.1405173,1,25.18220912,0.739283683,17.99998947,2.92634033
 02/02  09:45:00,-3.75,57.25,0.65,15,157.5,301.75,11,23.83297983,14.68870788,24,30,11810.06464,-0.155558266,5.501455522,21.866497,1,24.9799296,0.739283683,18.00000295,2.92634033
 02/02  10:00:00,-3,55,0,0,163,370.5,11,23.13847412,15.71738036,23,29,7988.80584,-0.050903337,5.053644329,22.44502894,1,22.07040159,0.739283683,17.99999131,2.92634033
 02/02  10:15:00,-2.5,53.75,0.525,15,168.5,439.25,11,23.02686994,16.03001701,23,29,6836.883157,-0.110954535,5.254981935,22.64637826,1,21.97873311,0.739283683,18.03325093,2.92634033
 02/02  10:30:00,-2,52.5,1.05,30,174,508,11,22.09803129,17.16155769,22,28,4606.622176,-0.096966942,5.194720053,22.89557847,1,19.12320541,0.739283683,17.99908981,2.970098128
 02/02  10:45:00,-1.5,51.25,1.575,45,161.75,571.75,11,22.85120628,16.48358251,23,29,6477.706744,-0.217268993,5.979200738,22.80454965,1,21.7082284,0.739283683,18.00034372,3.011768844
 02/02  11:00:00,-1,50,2.1,60,149.5,635.5,11,23.89428986,15.71001001,24,30,7879.384701,-0.064716048,5.086713423,23.38681957,1,23.5670057,0.739283683,18.00003309,3.042965474
 02/02  11:15:00,-0.25,48.5,2.475,72.5,137.25,699.25,8.8,23.15888809,16.58388616,23,29,5153.399007,0.155707966,5.502422149,24.26891693,1,20.70548423,0.681105551,18.00024751,2.890118456
 02/02  11:30:00,0.5,47,2.85,85,125,763,8.8,22.24927572,17.64183059,22,28,3942.551068,0.001725385,5.000061624,23.63958257,1,18.33618059,0.681105551,18.00002707,2.863523605
 02/02  11:45:00,1.25,45.5,3.225,97.5,138.25,743.5,8.8,22.00786658,18.00184396,22,28,3974.326334,-0.122620647,5.311457509,23.49311014,1,18.62541797,0.681105551,17.99549759,2.839945012
 02/02  12:00:00,2,44,3.6,110,151.5,724,8.8,21.92173994,18.20281969,21,27,3394.044484,-0.136439448,5.385673652,23.6142862,1,17.99540268,0.681105551,17.99367042,2.806858632
 02/02  12:15:00,2.5,41.75,3.725,112.5,164.75,704.5,4.4,22.0581575,17.91976925,22,28,2646.749705,-0.145706344,5.439892743,23.61846386,1,17.91625037,0.527201614,17.91387284,2.362471155
 02/02  12:30:00,3,39.5,3.85,115,178,685,4.4,22.22876243,17.64395885,21,29,2516.815664,-0.112396659,5.261656958,23.78610834,1,17.9944499,0.527201614,17.99226164,2.323259222
 02/02  12:45:00,3.5,37.25,3.975,117.5,195.75,557,4.4,22.2505322,17.55648967,21,29,2526.088003,-0.09782457,5.198181174,23.75285928,1,17.99181986,0.527201614,17.99181986,2.281736508
 02/02  13:00:00,4,35,4.1,120,213.5,429,4.4,22.58920061,17.0415392,21,29,601.326912,-0.108028488,5.241703846,23.63520762,1,18.00788881,0.347882933,18.00695974,1.637155497
 02/02  13:15:00,4.5,33.75,4.1,117.5,231.25,301,8.8,22.62248795,17.07596505,20,28,884.7378111,-0.071023225,5.104443097,23.60867885,1,17.99784003,0.427194161,17.99676946,2.0011285
 02/02  13:30:00,5,32.5,4.1,115,249,173,8.8,22.4321212,17.41776985,20,28,834.6915646,-0.099372364,5.204504859,23.29705513,1,18.00048164,0.413168114,18.00072956,1.941382985
 02/02  13:45:00,5.5,31.25,4.1,112.5,216.25,129.75,8.8,22.26957459,17.58970482,20,28,796.0270404,-0.150989471,5.472403373,23.01536164,1,18.00045418,0.403095761,18.00115849,1.894055289
 02/02  14:00:00,6,30,4.1,110,183.5,86.5,8.8,22.04505009,17.81412304,19,27,755.5844493,-0.213912404,5.949120764,22.60173123,1,17.98808237,0.392312651,17.98882736,1.843387908
 02/02  14:15:00,6.25,28.5,4.35,117.5,150.75,43.25,11,21.76774359,18.18550841,18,26,892.699897,-0.277856796,6.603469598,22.24942521,1,17.99901451,0.429829258,17.99901451,2.010494218
 02/02  14:30:00,6.5,27,4.6,125,118,0,11,21.38115594,18.60504601,18,26,891.5847947,-0.367255469,7.807635047,21.70752393,1,18.00009617,0.426433969,18.00095388,2.000707819
 02/02  14:45:00,6.75,25.5,4.85,132.5,112.25,0,11,21.13391224,18.77422004,17,25,977.076787,-0.444262468,9.11781396,21.41596623,1,17.99472386,0.424853947,17.99790849,1.996169108
 02/02  15:00:00,7,24,5.1,140,106.5,0,11,21.0027991,18.75989756,16,24,990.2797251,-0.495455755,10.12973684,21.21651093,1,17.99372968,0.421636417,17.99724811,1.982393456
 02/02  15:15:00,6.9,24.25,4.975,137.5,100.75,0,11,20.85343468,18.80547318,16,24,1163.051954,-0.529646509,10.86859205,21.04863095,1,18.00275079,0.429001719,18.00517899,2.008083842
 02/02  15:30:00,6.8,24.5,4.85,135,95,0,11,20.72459121,18.85769046,17,25,1246.042815,-0.563253733,11.644163,20.90510214,1,18.00137967,0.435434399,18.00372828,2.026562122
 02/02  15:45:00,6.7,24.75,4.725,132.5,89,19,11,20.97407201,18.48169779,17,25,925.8594307,-0.518427311,10.62057338,21.4778875,1,18.00147934,0.443265318,18.00452865,2.049056928
 02/02  16:00:00,6.6,25,4.6,130,83,38,11,21.21038914,18.17476513,17,25,944.0309472,-0.467919997,9.571408737,21.6967466,1,18.00144064,0.450526724,18.0041916,2.069915774
 02/02  16:15:00,6.45,25.75,4.475,127.5,77,57,11,21.29065171,18.11187139,17,25,1053.004369,-0.415260388,8.59456785,21.93081031,1,18.00235324,0.455010752,18.00258321,2.082796426
 02/02  16:30:00,6.3,26.5,4.35,125,71,76,11,21.45631469,17.97774238,18,26,1111.520349,-0.367503343,7.811445644,22.29479943,1,18.00245807,0.45775957,18.00158277,2.090692579
 02/02  16:45:00,6.15,27.25,4.225,122.5,54.5,68.5,11,21.55335897,17.93636663,17,25,1169.54746,-0.339346666,7.395315864,22.37002168,1,18.00250685,0.462438935,18.00268699,2.104134348
 02/02  17:00:00,6,28,4.1,120,38,61,11,21.55954651,18.0049449,17,25,1283.854573,-0.326764472,7.220255792,22.3744603,1,18.0024272,0.465724776,18.00188293,2.113573134
 02/02  17:15:00,5.75,28.5,4.35,122.5,21.5,53.5,11,21.49591336,18.1237613,17,25,1429.51826,-0.334506608,7.327179297,22.28892868,1,18.00419403,0.470858469,18.00294527,2.128319991
 02/02  17:30:00,5.5,29,4.6,125,5,46,11,21.35522137,18.30460914,16,24,1590.289849,-0.364961827,7.772498767,22.06750668,1,18.00408494,0.476141588,18.00302642,2.143496081
 02/02  17:45:00,5.25,29.5,4.85,127.5,0,0,11,21.05852121,18.64587496,15,23,1783.819983,-0.431475374,8.882663016,21.58926584,1,18.00404838,0.4824683,18.00362058,2.16166996
 02/02  18:00:00,5,30,5.1,130,0,0,11,20.83581092,18.88026099,15,22,1981.560548,-0.490160368,10.01982385,21.36859831,1,18.00398755,0.490312232,18.00448411,2.184202149
 02/02  18:15:00,4.5,31.75,4.85,127.5,0,0,5.5,20.20766944,19.3651017,15,21,772.1616359,-0.614112464,12.91101688,20.42783966,1,18.00930145,0.397171233,18.00930145,1.863907513
 02/02  18:30:00,4,33.5,4.6,125,0,0,5.5,19.67921603,19.66955774,15,20,904.022254,-0.746675001,16.73982912,19.89000869,1,18.00453131,0.437623343,18.00453131,2.02314455
 02/02  18:45:00,3.5,35.25,4.35,122.5,0,0,5.5,19.17218307,20.69481178,16,21,5132.826601,-0.85394206,20.38912777,19.4841015,1,17.99999968,0.739283683,17.99999968,3.564132997
 02/02  19:00:00,3,37,4.1,120,0,0,5.5,18.93916391,21.22250427,17,22,4864.638892,-0.954911362,24.26018497,19.05710815,1,17.99999961,0.739283683,17.99999961,3.564132997
 02/02  19:15:00,2.75,38.75,3.85,117.5,0,0,1.1,18.47540864,21.91137782,17,22,4573.857798,-1.037302969,27.71641942,18.5107985,1,17.99998919,0.739283683,17.99998919,3.564132997
 02/02  19:30:00,2.5,40.5,3.6,115,0,0,1.1,18.19990566,22.29667461,16,23,4242.147353,-1.135971576,32.17998998,18.08608352,1,17.99999953,0.739283683,17.99999953,3.564132997
 02/02  19:45:00,2.25,42.25,3.35,112.5,0,0,1.1,18.01768927,22.58445951,16,23,4006.435845,-1.201585032,35.32494664,17.76545834,1,18.00000415,0.739283683,18.00000415,3.564132997
 02/02  20:00:00,2,44,3.1,110,0,0,1.1,18.04626921,22.58961645,15,22,3859.55394,-1.209726959,35.72416239,17.90225703,1,17.99999407,0.739283683,17.99999407,3.564132997
 02/02  20:15:00,2,44,3.35,110,0,0,1.1,17.93446164,22.76309591,16,23,3718.306615,-1.220247646,36.24278512,17.761379,1,18.00000022,0.739283683,18.00000022,3.564132997
 02/02  20:30:00,2,44,3.6,110,0,0,1.1,17.81519843,22.94247444,17,24,3620.63514,-1.248138325,37.63228426,17.61789682,1,17.999995,0.739283683,17.999995,3.564132997
 02/02  20:45:00,2,44,3.85,110,0,0,1.1,17.7368536,23.06828616,17,24,3468.610385,-1.275300628,39.00485536,17.49083058,1,17.99999548,0.739283683,17.99999548,3.564132997
 02/02  21:00:00,2,44,4.1,110,0,0,1.1,17.91418477,22.82370528,18,25,3878.535468,-1.295022675,40.01266002,17.38821436,1,18.71620728,0.739283683,17.99999676,3.564132997
 02/02  21:15:00,2,44,4.225,112.5,0,0,0,18.91034085,21.39257548,19,26,6217.05792,-1.277313967,39.10731753,17.34999535,1,21.97596944,0.739283683,17.99999986,3.564132997
 02/02  21:30:00,2,44,4.35,115,0,0,0,18.15007146,22.40654316,18,25,3594.970313,-1.123177106,31.58248326,17.70208394,1,18.56613197,0.739283683,18.00000002,3.564132997
 02/02  21:45:00,2,44,4.475,117.5,0,0,0,18.02027543,22.55440882,18,25,4080.270433,-1.246707831,37.5605161,17.3743331,1,19.31638602,0.739283683,18.00000284,3.564132997
 02/02  22:00:00,2,44,4.6,120,0,0,0,17.70168909,22.97839397,17,24,2964.071732,-1.264834036,38.47377796,17.35204387,1,18.00000117,0.739283683,18.00000117,3.564132997
 02/02  22:15:00,2,48.5,4.35,127.5,0,0,0,17.48628523,23.27231252,17,24,2889.06037,-1.32868054,41.75267987,17.10075673,1,18.00000291,0.739283683,18.00000291,3.564132997
 02/02  22:30:00,2,53,4.1,135,0,0,0,17.40072047,23.38799084,16,23,2826.175777,-1.362992835,43.55010461,17.01959686,1,18.00000358,0.739283683,18.00000358,3.564132997
 02/02  22:45:00,2,57.5,3.85,142.5,0,0,0,17.35636297,23.45349903,15,22,2766.446953,-1.381916119,44.55044974,16.93446768,1,18.00000224,0.739283683,18.00000224,3.564132997
 02/02  23:00:00,2,62,3.6,150,0,0,0,17.34237165,23.47886325,15,22,2651.480551,-1.393195923,45.14950912,16.87533909,1,18.0757825,0.739283683,18.0757825,3.564132997
 02/02  23:15:00,1.75,64.5,3.975,145,0,0,0,17.30286051,23.52844356,15,22,2701.480551,-1.399823352,45.50239195,16.82625922,1,18.02791761,0.739283683,18.02791761,3.564132997
 02/02  23:30:00,1.5,67,4.35,140,0,0,0,17.25403394,23.59366265,15,21,2751.480551,-1.409898303,46.04006105,16.77369417,1,18.00174306,0.739283683,18.00174306,3.564132997
 02/02  23:45:00,1.25,69.5,4.725,135,0,0,0,17.20360757,23.66376985,15,20,2801.480551,-1.421308289,46.65065784,16.71897088,1,17.96621829,0.739283683,17.96621829,3.564132997
 02/02  24:00:00,1,72,5.1,130,0,0,0,17.03644779,23.91196743,15,19,2851.480551,-1.458310957,48.64161498,16.40878657,1,17.9226464,0.739283683,17.9226464,3.564132997
 02/03  00:15:00,1,72,5.75,130,0,0,0,17.11609065,23.78740667,15,19,3306.521976,-1.46347596,48.92066364,16.56093492,1,17.9999999,0.739283683,17.9999999,3.564132997
 02/03  00:30:00,1,72,6.4,130,0,0,0,17.17598962,23.69328015,15,20,3599.269967,-1.452792249,48.34373855,16.5714135,1,17.99999963,0.739283683,17.99999963,3.564132997
 02/03  00:45:00,1,72,7.05,130,0,0,0,17.18097328,23.68205253,15,21,3574.953432,-1.444042228,47.87208201,16.58652543,1,17.99999966,0.739283683,17.99999966,3.564132997
 02/03  01:00:00,1,72,7.7,130,0,0,0,17.17063761,23.69397819,15,21,3516.98775,-1.4435317,47.84458775,16.58575719,1,17.99999964,0.739283683,17.99999964,3.564132997
 02/03  01:15:00,1,73.75,7.45,130,0,0,0,17.16760997,23.69924908,15,20,3549.625108,-1.445214394,47.93521912,16.58161207,1,17.99999928,0.739283683,17.99999928,3.564132997
 02/03  01:30:00,1,75.5,7.2,130,0,0,0,17.06574923,23.85625949,15,20,3610.961309,-1.468717751,49.20410856,16.34883932,1,17.99999926,0.739283683,17.99999926,3.564132997
 02/03  01:45:00,1,77.25,6.95,130,0,0,0,17.00050237,23.96100619,15,21,3658.13107,-1.487020862,50.19560271,16.28877753,1,17.99999866,0.739283683,17.99999866,3.564132997
 02/03  02:00:00,1,79,6.7,130,0,0,0,16.97383936,24.00993158,16,22,3798.649186,-1.49951502,50.87379159,16.24237192,1,17.99999812,0.739283683,17.99999812,3.564132997
 02/03  02:15:00,1,80.75,6.3,130,0,0,0,16.99248126,23.99186108,17,23,4011.333798,-1.505604133,51.20465051,16.21321492,1,18.11120789,0.739283683,17.9999977,3.564132997
 02/03  02:30:00,1,82.5,5.9,130,0,0,0,16.97050014,24.03735992,16,24,4010.154835,-1.503749438,51.10385204,16.20863176,1,17.99999727,0.739283683,17.99999727,3.564132997
 02/03  02:45:00,1,84.25,5.5,130,0,0,0,17.04907045,23.93142024,15,23,4059.849695,-1.486573579,50.171343,16.40795144,1,17.99999692,0.739283683,17.99999692,3.564132997
 02/03  03:00:00,1,86,5.1,130,0,0,0,17.10686199,23.85861628,15,23,4109.693336,-1.472583503,49.41329777,16.45218195,1,17.99999663,0.739283683,17.99999663,3.564132997
 02/03  03:15:00,1,87.75,4.725,130,0,0,0,17.1349046,23.83809446,15,22,4050.385489,-1.461475766,48.81257012,16.49242459,1,17.99999637,0.739283683,17.99999637,3.564132997
 02/03  03:30:00,1,89.5,4.35,130,0,0,0,17.06236751,23.97062854,15,23,3983.919397,-1.47541105,49.56638465,16.31691055,1,17.99999615,0.739283683,17.99999615,3.564132997
 02/03  03:45:00,1,91.25,3.975,130,0,0,0,17.01985434,24.05867714,15,24,3948.575734,-1.487123468,50.20116803,16.28651256,1,17.99999597,0.739283683,17.99999597,3.564132997
 02/03  04:00:00,1,93,3.6,130,0,0,0,17.01037849,24.09686572,15,24,4014.105783,-1.494231866,50.58689866,16.26577531,1,17.99999583,0.739283683,17.99999583,3.564132997
 02/03  04:15:00,1,93,3.725,125,0,0,0,17.00541913,24.12246511,15,23,4067.958816,-1.496462731,50.70802144,16.25406748,1,17.99999603,0.739283683,17.99999603,3.564132997
 02/03  04:30:00,1,93,3.85,120,0,0,0,16.99915566,24.15055263,15,22,4081.573879,-1.497764558,50.77871707,16.24617652,1,17.99999597,0.739283683,17.99999597,3.564132997
 02/03  04:45:00,1,93,3.975,115,0,0,0,16.99342971,24.17821158,15,22,4089.634806,-1.499102953,50.85140898,16.23948938,1,17.99999591,0.739283683,17.99999591,3.564132997
 02/03  05:00:00,1,93,4.1,110,0,0,0,16.98907273,24.20416904,15,22,4102.252872,-1.500219395,50.91205403,16.23436437,1,17.99999583,0.739283683,17.99999583,3.564132997
 02/03  05:15:00,1,94.75,4.35,115,0,0,0,16.98620527,24.23825687,16,23,4114.789454,-1.500697392,50.93802095,16.23369381,1,17.99999544,0.739283683,17.99999544,3.564132997
 02/03  05:30:00,1,96.5,4.6,120,0,0,0,16.98491844,24.27321996,15,24,4125.781569,-1.500706909,50.93853797,16.23573082,1,17.99999537,0.739283683,17.99999537,3.564132997
 02/03  05:45:00,1,98.25,4.85,125,0,0,0,16.98467425,24.30963557,15,24,4135.602293,-1.500370571,50.92026643,16.23916828,1,17.99999478,0.739283683,17.99999478,3.564132997
 02/03  06:00:00,1,100,5.1,130,0,0,0,16.98515842,24.34841828,15,24,4143.378153,-1.499773043,50.88780735,16.24382171,1,17.9999942,0.739283683,17.9999942,3.564132997
 02/03  06:15:00,1.25,98.25,5.1,130,0,0,0,16.98933345,24.37975829,15,23,4095.936628,-2.063912924,79.56464428,16.25155259,0.7725,17.99999398,0.739283683,17.99999398,3.564132997
 02/03  06:30:00,1.5,96.5,5.1,130,0,0,0,16.99581687,24.40719027,15,24,4046.267025,-2.062037438,79.48490144,16.26144605,0.7725,17.99999339,0.739283683,17.99999339,3.564132997
 02/03  06:45:00,1.75,94.75,5.1,130,0,0,0,17.08322431,24.30979724,15,24,3988.818184,-2.039370828,78.50895409,16.45126088,0.7725,17.99999351,0.739283683,17.99999351,3.564132997
 02/03  07:00:00,2,93,5.1,130,0,0,0,17.14616242,24.2500786,16,25,3919.7205,-2.019710359,77.64456273,16.51624593,0.7725,17.99999362,0.739283683,17.99999362,3.564132997
 02/03  07:15:00,2,93,5.5,130,0,0,0,17.16957334,24.27340295,17,26,16168.62036,-2.005583872,77.01350691,16.56234541,0.7725,17.99999735,0.739283683,17.99999735,3.564132997
 02/03  07:30:00,2,93,5.9,130,0,0,0,17.20137115,24.28345171,17,26,16117.19198,-1.9959939,76.58046277,16.61565247,0.7725,17.99999918,0.739283683,17.99999918,3.564132997
 02/03  07:45:00,2,93,6.3,130,26.25,59.25,0,17.26025786,24.23585538,16,25,15958.37857,-1.979144066,75.81070633,16.72239202,0.7725,18.00000218,0.739283683,18.00000218,3.564132997
 02/03  08:00:00,2,93,6.7,130,52.5,91.5,0,17.25563122,24.3110281,15,24,16005.54158,-1.976521609,75.68990272,16.67231305,0.7725,17.99999824,0.739283683,17.99999824,3.564132997
 02/03  08:15:00,1.75,93,6.3,130,78.75,123.75,0,17.28911658,24.30244665,15,25,15890.65064,-1.968303403,75.30961405,16.7473779,0.7725,17.99999776,0.739283683,17.99999776,3.564132997
 02/03  08:30:00,1.5,93,5.9,130,105,156,0,17.36012699,24.23138248,15,25,15506.37941,-1.950611143,74.48225305,16.85996403,0.7725,17.99999519,0.739283683,17.99999519,3.564132997
 02/03  08:45:00,1.25,93,5.5,130,91,117,0,17.41330132,24.17618178,16,26,15672.19441,-1.931936699,73.5965015,16.93589916,0.7725,17.99999442,0.739283683,17.99999442,3.564132997
 02/03  09:00:00,1,93,5.1,130,77,78,0,17.43948766,24.15354088,15,25,15901.16338,-1.920206112,73.03378658,16.97313128,0.7725,17.99999479,0.739283683,17.99999479,3.564132997
 02/03  09:15:00,0.75,94.75,4.975,127.5,63,39,0,17.53902286,24.02111463,15,26,15800.19789,-1.891520383,71.63812585,17.19124385,0.7725,17.99999469,0.739283683,17.99999469,3.564132997
 02/03  09:30:00,0.5,96.5,4.85,125,49,0,0,17.58476182,23.97095295,15,26,15887.89329,-1.875663098,70.85522376,17.20882983,0.7725,17.99999566,0.739283683,17.99999566,3.564132997
 02/03  09:45:00,0.25,98.25,4.725,122.5,56.25,0,0,17.60368488,23.96025788,15,26,15918.62058,-1.863751735,70.26207366,17.25679462,0.7725,17.99999565,0.739283683,17.99999565,3.564132997
 02/03  10:00:00,0,100,4.6,120,63.5,0,0,17.6221321,23.94976374,15,26,15930.20192,-1.856612959,69.90457125,17.29548017,0.7725,17.99999556,0.739283683,17.99999556,3.564132997
 02/03  10:15:00,0.25,98.25,4.225,120,70.75,0,0,17.65470462,23.92247415,15,27,15861.19482,-1.847385505,69.44029864,17.35267796,0.7725,17.99999572,0.739283683,17.99999572,3.564132997
 02/03  10:30:00,0.5,96.5,3.85,120,78,0,0,17.69452894,23.88286395,15,28,15792.2683,-1.835503217,68.8389502,17.41604067,0.7725,17.99999582,0.739283683,17.99999582,3.564132997
 02/03  10:45:00,0.75,94.75,3.475,120,80.25,0,0,17.73253836,23.84480906,15,29,15739.65151,-1.823205227,68.21256608,17.47433254,0.7725,17.99999606,0.739283683,17.99999606,3.564132997
 02/03  11:00:00,1,93,3.1,120,82.5,0,0,17.76866136,23.80827463,15,28,15690.71047,-1.811227651,67.59875547,17.53204146,0.7725,17.99999634,0.739283683,17.99999634,3.564132997
 02/03  11:15:00,1,94.75,2.975,127.5,84.75,0,0,17.79674365,23.77995737,15,27,15684.61759,-1.801050375,67.0744202,17.57665834,0.7725,17.99999624,0.739283683,17.99999624,3.564132997
 02/03  11:30:00,1,96.5,2.85,135,87,0,0,17.82013819,23.75977707,15,26,15662.99238,-1.792427203,66.62822955,17.61730943,0.7725,17.99999649,0.739283683,17.99999649,3.564132997
 02/03  11:45:00,1,98.25,2.725,142.5,109,0,0,17.85723815,23.71977988,15,25,15564.75094,-1.780275039,65.99656674,17.6941586,0.7725,17.9999962,0.739283683,17.9999962,3.564132997
 02/03  12:00:00,1,100,2.6,150,131,0,0,17.90636319,23.66283587,15,26,15466.88464,-1.764628098,65.17855513,17.78482611,0.7725,17.99999596,0.739283683,17.99999596,3.564132997
 02/03  12:15:00,1.25,100,2.475,155,153,0,0,17.9678085,23.58862404,15,25,15327.37071,-1.744570012,64.12275992,17.89921934,0.7725,17.99999581,0.739283683,17.99999581,3.564132997
 02/03  12:30:00,1.5,100,2.35,160,175,0,0,18.03911141,23.50089644,15,25,15186.08227,-1.720919647,62.86852712,18.02982965,0.7725,17.99999563,0.739283683,17.99999563,3.564132997
 02/03  12:45:00,1.75,100,2.225,165,172.25,0,0,18.09501119,23.43697327,15,26,15109.39119,-1.70113296,61.81231643,18.11509638,0.7725,17.99999546,0.739283683,17.99999546,3.564132997
 02/03  13:00:00,2,100,2.1,170,169.5,0,0,18.13855762,23.39207197,15,27,15048.48874,-1.684693732,60.93061703,18.18971771,0.7725,17.99999531,0.739283683,17.99999531,3.564132997
 02/03  13:15:00,2,100,2.475,177.5,166.75,0,0,18.16391508,23.39418659,15,26,4433.535918,-1.672605742,60.28015014,18.24115222,0.7725,17.99999795,0.739283683,17.99999795,3.564132997
 02/03  13:30:00,2,100,2.85,185,164,0,0,18.17536786,23.41260911,15,25,4199.899511,-1.667062754,59.98132483,18.25712115,0.7725,18.00000026,0.739283683,18.00000026,3.564132997
 02/03  13:45:00,2,100,3.225,192.5,145.5,0,0,18.15372033,23.47552098,16,26,4026.238684,-1.67139346,60.21482385,18.20455684,0.7725,18.00000033,0.739283683,18.00000033,3.564132997
 02/03  14:00:00,2,100,3.6,200,127,0,0,18.10756494,23.58689367,15,27,3892.211621,-1.685030558,60.94871712,18.11117856,0.7725,17.99999587,0.739283683,17.99999587,3.564132997
 02/03  14:15:00,2,100,4.75,215,108.5,0,0,18.0402046,23.73438648,15,26,3800.350092,-1.704190541,61.97590488,17.99867789,0.7725,17.99999491,0.739283683,17.99999491,3.564132997
 02/03  14:30:00,2,100,5.9,230,90,0,0,17.96101331,23.89985952,15,26,3715.593831,-1.728074443,63.24895912,17.87032064,0.7725,17.99999453,0.739283683,17.99999453,3.564132997
 02/03  14:45:00,2,100,7.05,245,88.75,0,0,17.89254544,24.05627827,15,26,3623.030569,-1.749873599,64.40266916,17.77410646,0.7725,17.99999227,0.739283683,17.99999227,3.564132997
 02/03  15:00:00,2,100,8.2,260,87.5,0,0,17.83380049,24.2061859,16,27,3532.911643,-1.7691032,65.41303103,17.68701793,0.7725,17.99999143,0.739283683,17.99999143,3.564132997
 02/03  15:15:00,2,100,7.7,257.5,86.25,0,0,17.79593823,24.3299021,16,27,3450.771824,-1.784722303,66.2281138,17.61873412,0.7725,17.99999054,0.739283683,17.99999054,3.564132997
 02/03  15:30:00,2,100,7.2,255,85,0,0,17.77185416,24.42947896,16,27,3375.161305,-1.795619809,66.79362663,17.56670483,0.7725,17.99998929,0.739283683,17.99998929,3.564132997
 02/03  15:45:00,2,100,6.7,252.5,81.5,13.5,0,17.78590625,24.46874181,16,27,3309.552024,-1.795456668,66.7851806,17.59439391,0.7725,17.99999012,0.739283683,17.99999012,3.564132997
 02/03  16:00:00,2,100,6.2,250,78,27,0,17.85848803,24.41480486,16,27,3253.592463,-1.777232591,65.8379139,17.73322434,0.7725,17.99999088,0.739283683,17.99999088,3.564132997
 02/03  16:15:00,2,98.25,6.825,252.5,74.5,40.5,0,17.93916211,24.34382978,15,26,3208.672822,-1.751603539,64.49385757,17.86640651,0.7725,17.99999162,0.739283683,17.99999162,3.564132997
 02/03  16:30:00,2,96.5,7.45,255,71,54,0,18.0317112,24.25455988,15,25,3177.214969,-1.7194336,62.78940846,18.04630389,0.7725,17.99999218,0.739283683,17.99999218,3.564132997
 02/03  16:45:00,2,94.75,8.075,257.5,54.75,50.75,0,18.09984389,24.20130547,15,26,3152.215021,-1.692758867,61.36362341,18.1642945,0.7725,17.99999211,0.739283683,17.99999211,3.564132997
