Date/Time,HW SUPPLY OUTLET NODE:System Node Temperature [C](TimeStep),HW DEMAND INLET NODE:System Node Temperature [C](TimeStep),HW DEMAND INLET NODE:System Node Mass Flow Rate [kg/s](TimeStep) 
 01/02  10:45:00,60.,47.7974504934135,2.708000049527212E-02 
 01/02  11:00:00,60.,47.9099298177865,2.268298195133768E-02 
 01/02  11:15:00,60.,48.002590100194,1.866119928440612E-02 
 01/02  11:30:00,60.,48.0776634890725,1.507115804045026E-02 
 01/02  11:45:00,60.,48.137163462439,1.181518137427175E-02 
 01/02  12:00:00,60.,48.1824348880361,8.732285139393586E-03 
 01/02  12:15:00,55.,48.210124593227,6.724642120818172E-03 
 01/02  12:30:00,55.,48.2261858282042,6.003228299138752E-03 
 01/02  12:45:00,55.,48.2396919773466,4.723036517774196E-03 
 01/02  13:00:00,55.,48.2501735926217,3.616038620821594E-03 
 01/02  13:15:00,55.,48.2577563589685,2.424800269292270E-03 
 01/02  13:30:00,55.,48.2622705870657,1.174696762777379E-03 
 01/02  13:45:00,55.,48.2639587276062,1.720009149492172E-04 
 01/02  14:00:00,28.7873659615499,48.2641743017674,0.0 
 01/02  14:15:00,28.7873659615499,48.2641743017674,0.0 
 01/02  14:30:00,28.7873659615499,48.2641743017674,0.0 
 01/02  14:45:00,28.7873659615499,48.2641743017674,0.0 
 01/02  15:00:00,28.7873659615499,48.2641743017674,0.0 
 01/02  15:15:00,28.7873659615499,48.2641743017674,0.0 
 01/02  15:30:00,28.7873659615499,48.2641743017674,0.0 
 01/02  15:45:00,28.7873659615499,48.2641743017674,0.0 
 01/02  16:00:00,28.7873659615499,48.2641743017674,0.0 
 01/02  16:15:00,28.7873659615499,48.2641743017674,0.0 
 01/02  16:30:00,28.7873659615499,48.2641743017674,0.0 
 01/02  16:45:00,28.7873659615499,48.2641743017674,0.0 
 01/02  17:00:00,28.7873659615499,48.2641743017674,0.0 
 01/02  17:15:00,28.7873659615499,48.2641743017674,0.0 
 01/02  17:30:00,28.7873659615499,48.2641743017674,0.0 
 01/02  17:45:00,28.7873659615499,48.2641743017674,0.0 
 01/02  18:00:00,28.7873659615499,48.2641743017674,0.0 
 01/02  18:15:00,28.7873659615499,48.2641743017674,0.0 
 01/02  18:30:00,28.7873659615499,48.2641743017674,0.0 
 01/02  18:45:00,28.7873659615499,48.2641743017674,0.0 
 01/02  19:00:00,28.7873659615499,48.2641743017674,0.0 
 01/02  19:15:00,28.7873659615499,48.2641743017674,0.0 
 01/02  19:30:00,28.7873659615499,48.2641743017674,0.0 
 01/02  19:45:00,28.7873659615499,48.2641743017674,0.0 
 01/02  20:00:00,28.7873659615499,48.2641743017674,0.0 
 01/02  20:15:00,28.7873659615499,48.2641743017674,0.0 
 01/02  20:30:00,28.7873659615499,48.2641743017674,0.0 
 01/02  20:45:00,28.7873659615499,48.2641743017674,0.0 
 01/02  21:00:00,28.7873659615499,48.2641743017674,0.0 
 01/02  21:15:00,28.7873659615499,48.2641743017674,0.0 
 01/02  21:30:00,28.7873659615499,48.2641743017674,0.0 
 01/02  21:45:00,28.7873659615499,48.2641743017674,0.0 
 01/02  22:00:00,55.,48.2657706350152,1.273900509231378E-03 
 01/02  22:15:00,55.,48.2747487961955,5.897196485581689E-03 
 01/02  22:30:00,55.,48.2938111116516,9.359628435681642E-03 
 01/02  22:45:00,55.,48.3199073497213,1.159658403785553E-02 
 01/02  23:00:00,55.,48.3552268041281,1.689966838199138E-02 
 01/02  23:15:00,55.,48.4038119948959,2.254847757480394E-02 
 01/02  23:30:00,55.,48.4607492380193,2.404647886121233E-02 
 01/02  23:45:00,55.,48.517839280556,2.307904828679397E-02 
 01/02  24:00:00,55.,48.572718928464,2.261550016132537E-02 
 01/03  00:15:00,40.,48.5614510415652,2.399188622018122E-02 
 01/03  00:30:00,40.,48.4803350291867,2.717651171315507E-02 
 01/03  00:45:00,40.,48.3910753624201,2.969647385924737E-02 
 01/03  01:00:00,40.,48.2963488527693,3.132363422717200E-02 
 01/03  01:15:00,40.,48.1976297557762,3.301441203796311E-02 
 01/03  01:30:00,40.,48.0940810438105,3.531047861343781E-02 
 01/03  01:45:00,40.,47.9849586091178,3.764471442102550E-02 
 01/03  02:00:00,40.,47.871316690075,3.939818126722558E-02 
 01/03  02:15:00,40.,47.7549652857884,4.064141816971505E-02 
 01/03  02:30:00,40.,47.6373669283008,4.148460588156407E-02 
 01/03  02:45:00,40.,47.5191827606198,4.233456620141628E-02 
 01/03  03:00:00,40.,47.4002347872446,4.336773019218566E-02 
 01/03  03:15:00,40.,47.2803273451478,4.443168118122497E-02 
 01/03  03:30:00,40.,47.1589569876198,4.592524966175849E-02 
 01/03  03:45:00,40.,47.0355696906331,4.751760205578931E-02 
 01/03  04:00:00,40.,46.9106002885135,4.880803857866282E-02 
 01/03  04:15:00,40.,46.7849452012678,4.981779598307481E-02 
 01/03  04:30:00,40.,46.6586486941974,5.117051631079284E-02 
 01/03  04:45:00,40.,46.531087478542,5.279327313893518E-02 
 01/03  05:00:00,40.,46.4022340267884,5.430559603919256E-02 
 01/03  05:15:00,40.,46.2726406332864,5.560409205451169E-02 
 01/03  05:30:00,40.,46.1426344631499,5.696157221400891E-02 
 01/03  05:45:00,40.,46.0120900476518,5.849394202830067E-02 
 01/03  06:00:00,40.,45.8808733323452,6.011096180431372E-02 
 01/03  06:15:00,40.,45.7495392235565,6.127843667818932E-02 
 01/03  06:30:00,40.,45.6236521001955,5.769021595884628E-02 
 01/03  06:45:00,40.,45.5051680274932,5.675002475931243E-02 
 01/03  07:00:00,40.,45.3869448824965,5.993482933836249E-02 
 01/03  07:15:00,40.,44.7416279966047,0.621650016287885 
 01/03  07:30:00,40.,43.8155362901018,0.547812298463913 
 01/03  07:45:00,40.,43.1440510583945,0.494184486618634 
 01/03  08:00:00,40.,42.6558289220067,0.417284292405216 
 01/03  08:15:00,60.,43.2732777534789,0.220044200108582 
 01/03  08:30:00,60.,44.2940418909806,0.151940961170552 
 01/03  08:45:00,60.,45.0797724135192,0.126226323099824 
 01/03  09:00:00,60.,45.6722617343668,9.211943794399356E-02 
 01/03  09:15:00,60.,46.1042462148543,7.252074454738103E-02 
 01/03  09:30:00,60.,46.4494530175844,6.263967731314907E-02 
 01/03  09:45:00,60.,46.7471823042134,5.674121937589709E-02 
 01/03  10:00:00,60.,47.0093291793281,5.061302124371175E-02 
 01/03  10:15:00,60.,47.2363270402292,4.411078147181452E-02 
 01/03  10:30:00,60.,47.4310684693518,3.850742653614814E-02 
 01/03  10:45:00,60.,47.5995720952461,3.402165818545759E-02 
 01/03  11:00:00,60.,47.7467993660162,3.016204377301507E-02 
 01/03  11:15:00,60.,47.8755519797097,2.660346296155479E-02 
 01/03  11:30:00,60.,47.9876189176289,2.329878043451819E-02 
 01/03  11:45:00,60.,48.084647420015,2.028488155875854E-02 
 01/03  12:00:00,60.,48.16824446797,1.755147927772199E-02 
 01/03  12:15:00,55.,48.2261213468771,1.528217821894855E-02 
 01/03  12:30:00,55.,48.2657781822447,1.627531950338710E-02 
 01/03  12:45:00,55.,48.3058009238947,1.576083735185328E-02 
 01/03  13:00:00,55.,48.3417629644966,1.318688297784443E-02 
 01/03  13:15:00,55.,48.3705893913118,1.012977939166996E-02 
 01/03  13:30:00,55.,48.3892257912826,4.997586511429955E-03 
 01/03  13:45:00,55.,48.4004644878488,4.146824898065394E-03 
 01/03  14:00:00,55.,48.4098830898881,3.528716340949911E-03 
 01/03  14:15:00,55.,48.4179300033776,3.037709639316913E-03 
 01/03  14:30:00,55.,48.424859802429,2.623581050286212E-03 
 01/03  14:45:00,55.,48.4308786378498,2.298356394806993E-03 
 01/03  15:00:00,55.,48.4361807080439,2.041188796205458E-03 
 01/03  15:15:00,55.,48.4409150449179,1.836657804803934E-03 
 01/03  15:30:00,55.,48.4452207809586,1.692564051050512E-03 
 01/03  15:45:00,55.,48.4492385985303,1.602760856435938E-03 
 01/03  16:00:00,55.,48.4530980409512,1.564577094006231E-03 
 01/03  16:15:00,55.,48.4570465780141,1.677826505349439E-03 
 01/03  16:30:00,55.,48.4615214632737,1.999186165261938E-03 
 01/03  16:45:00,55.,48.4667702950262,2.316986137143242E-03 
 01/03  17:00:00,55.,48.4727184523695,2.578434175873555E-03 
 01/03  17:15:00,28.0736883861147,48.4758494646351,0.0 
 01/03  17:30:00,28.0736883861147,48.4758494646351,0.0 
 01/03  17:45:00,28.0736883861147,48.4758494646351,0.0 
 01/03  18:00:00,28.0736883861147,48.4758494646351,0.0 
 01/03  18:15:00,28.0736883861147,48.4758494646351,0.0 
 01/03  18:30:00,28.0736883861147,48.4758494646351,0.0 
 01/03  18:45:00,28.0736883861147,48.4758494646351,0.0 
 01/03  19:00:00,28.0736883861147,48.4758494646351,0.0 
 01/03  19:15:00,28.0736883861147,48.4758494646351,0.0 
 01/03  19:30:00,28.0736883861147,48.4758494646351,0.0 
 01/03  19:45:00,28.0736883861147,48.4758494646351,0.0 
 01/03  20:00:00,28.0736883861147,48.4758494646351,0.0 
 01/03  20:15:00,28.0736883861147,48.4758494646351,0.0 
 01/03  20:30:00,55.,48.4774698590485,1.335066354361164E-03 
 01/03  20:45:00,55.,48.4889908471962,8.168435898408682E-03 
 01/03  21:00:00,55.,48.5143245761692,1.278684369083526E-02 
 01/03  21:15:00,55.,48.5495167390698,1.645840448772252E-02 
 01/03  21:30:00,55.,48.5986613386962,2.465541199260083E-02 
 01/03  21:45:00,55.,48.662835260586,2.950392209976755E-02 
 01/03  22:00:00,55.,48.7330474085608,3.037586143022891E-02 
 01/03  22:15:00,55.,48.802621662581,2.962232367636472E-02 
 01/03  22:30:00,55.,48.8707072725894,2.974942195028292E-02 
 01/03  22:45:00,55.,48.9402025272904,3.153877278394287E-02 
 01/03  23:00:00,55.,49.0158272946173,3.596434911389914E-02 
 01/03  23:15:00,55.,49.0992014286796,3.944955574316709E-02 
 01/03  23:30:00,55.,49.1873344225908,4.143251048879031E-02 
 01/03  23:45:00,55.,49.27799387188,4.305700591297430E-02 
 01/03  24:00:00,55.,49.3710726744148,4.509263034903022E-02 
 01/04  00:15:00,40.,49.3358307134474,4.726158423607275E-02 
 01/04  00:30:00,40.,49.1696642582572,4.926467232400849E-02 
 01/04  00:45:00,40.,49.0002083506359,5.099004687156412E-02 
 01/04  01:00:00,40.,48.8284950876916,5.254385938075469E-02 
 01/04  01:15:00,40.,48.6550357719224,5.410788498517575E-02 
 01/04  01:30:00,40.,48.4797634498323,5.585272290247603E-02 
 01/04  01:45:00,40.,48.3027277054543,5.754585587752981E-02 
 01/04  02:00:00,40.,48.1246554234948,5.898164992697945E-02 
 01/04  02:15:00,40.,47.9464324660182,6.022957356161007E-02 
 01/04  02:30:00,40.,47.7686505702805,6.138035784253190E-02 
 01/04  02:45:00,40.,47.591562265415,6.255404012669911E-02 
 01/04  03:00:00,40.,47.415205946946,6.377536645311178E-02 
 01/04  03:15:00,40.,47.2396647597869,6.498978169862336E-02 
 01/04  03:30:00,40.,47.064919046045,6.633150968222108E-02 
 01/04  03:45:00,40.,46.8909020626481,6.771067266337223E-02 
 01/04  04:00:00,40.,46.7178168312044,6.901432069499794E-02 
 01/04  04:15:00,40.,46.5459835735329,7.025144438884860E-02 
 01/04  04:30:00,40.,46.3760019022326,7.115664470032801E-02 
 01/04  04:45:00,40.,46.2084580738584,7.196143995548496E-02 
 01/04  05:00:00,40.,46.0433181545134,7.293462315385273E-02 
 01/04  05:15:00,40.,45.8802808464511,7.405475477377155E-02 
 01/04  05:30:00,40.,45.7192770110034,7.515653408168041E-02 
 01/04  05:45:00,40.,45.5605057894162,7.615685881922285E-02 
 01/04  06:00:00,40.,45.4041971904204,7.709020243396980E-02 
 01/04  06:15:00,40.,45.2509309019355,7.753778847796797E-02 
 01/04  06:30:00,40.,45.1057383535157,7.314292035625934E-02 
 01/04  06:45:00,40.,44.9703464770771,7.128998305065327E-02 
 01/04  07:00:00,40.,44.8383905127577,7.333182965467720E-02 
 01/04  07:15:00,40.,44.2316536670569,0.644298556708624 
 01/04  07:30:00,40.,43.3737573413567,0.575265468280578 
 01/04  07:45:00,40.,42.7490848288508,0.526622599974663 
 01/04  08:00:00,40.,42.2787805273887,0.484848316876501 
 01/04  08:15:00,60.,43.0508607316939,0.25766520927075 
 01/04  08:30:00,60.,44.2659875473289,0.180573977850189 
 01/04  08:45:00,60.,45.1920371444676,0.145502642759552 
 01/04  09:00:00,60.,45.8908321084551,0.117106327644169 
 01/04  09:15:00,60.,46.4263893361264,9.115706612896601E-02 
 01/04  09:30:00,60.,46.8340539068892,7.282207053562811E-02 
 01/04  09:45:00,60.,47.1618394506793,6.263380063245819E-02 
 01/04  10:00:00,60.,47.4399330881352,5.503649868682155E-02 
 01/04  10:15:00,60.,47.6786509822923,4.807179133019979E-02 
 01/04  10:30:00,60.,47.8824723025644,4.155851749880590E-02 
 01/04  10:45:00,60.,48.0560725844895,3.598136393360511E-02 
 01/04  11:00:00,60.,48.204623873424,3.127213207545960E-02 
 01/04  11:15:00,60.,48.3320681597121,2.710509284986135E-02 
 01/04  11:30:00,60.,48.4408129289483,2.321343895500068E-02 
 01/04  11:45:00,60.,48.5325575042655,1.960865857910240E-02 
 01/04  12:00:00,60.,48.6089993430915,1.633366548046833E-02 
 01/04  12:15:00,55.,48.6596353304111,1.359538134990174E-02 
 01/04  12:30:00,55.,48.6922770281759,1.414550992774285E-02 
 01/04  12:45:00,55.,48.724280077947,1.319106694305835E-02 
 01/04  13:00:00,55.,48.7515550729588,1.021565976684272E-02 
 01/04  13:15:00,55.,48.7712903416558,6.784218141041173E-03 
 01/04  13:30:00,55.,48.7842381328918,4.398604133316231E-03 
 01/04  13:45:00,55.,48.7932745347709,3.420158663470503E-03 
 01/04  14:00:00,55.,48.8003258822582,2.688990312655449E-03 
 01/04  14:15:00,55.,48.805839765985,2.092993286959689E-03 
 01/04  14:30:00,55.,48.8100831548087,1.590048015451185E-03 
 01/04  14:45:00,55.,48.8132879640922,1.193243212699440E-03 
 01/04  15:00:00,55.,48.8156571362233,8.652509191825014E-04 
 01/04  15:15:00,55.,48.8173804517489,6.325800043236250E-04 
 01/04  15:30:00,55.,48.8186934791697,5.089304598461578E-04 
 01/04  15:45:00,55.,48.8198259238927,4.757838284888950E-04 
 01/04  16:00:00,55.,48.820980435437,5.283070362203884E-04 
 01/04  16:15:00,55.,48.8224663819156,7.643198022302797E-04 
 01/04  16:30:00,55.,48.8247681984679,1.238662315675392E-03 
 01/04  16:45:00,55.,48.8281810779447,1.732514828872244E-03 
 01/04  17:00:00,55.,48.8326756351838,2.182849289360558E-03 
 01/04  17:15:00,28.4200786351294,48.8351801728826,0.0 
 01/04  17:30:00,28.4200786351294,48.8351801728826,0.0 
 01/04  17:45:00,28.4200786351294,48.8351801728826,0.0 
 01/04  18:00:00,28.4200786351294,48.8351801728826,0.0 
 01/04  18:15:00,28.4200786351294,48.8351801728825,0.0 
 01/04  18:30:00,28.4200786351294,48.8351801728826,0.0 
 01/04  18:45:00,28.4200786351294,48.8351801728826,0.0 
 01/04  19:00:00,28.4200786351294,48.8351801728826,0.0 
 01/04  19:15:00,28.4200786351294,48.8351801728826,0.0 
 01/04  19:30:00,28.4200786351294,48.8351801728826,0.0 
 01/04  19:45:00,28.4200786351294,48.8351801728826,0.0 
 01/04  20:00:00,28.4200786351294,48.8351801728826,0.0 
 01/04  20:15:00,55.,48.836198988297,8.882948407177196E-04 
 01/04  20:30:00,55.,48.8564037172924,1.676660520407108E-02 
 01/04  20:45:00,55.,48.9083377155922,2.887579716764459E-02 
 01/04  21:00:00,55.,48.9775942422457,3.258377536535043E-02 
 01/04  21:15:00,55.,49.0491909090157,3.169081873376052E-02 
 01/04  21:30:00,55.,49.1197095348269,3.237956349144561E-02 
 01/04  21:45:00,55.,49.193584907026,3.557530403962375E-02 
 01/04  22:00:00,55.,49.273245351544,3.867647783524614E-02 
 01/04  22:15:00,55.,49.3588854855496,4.231132334702225E-02 
 01/04  22:30:00,55.,49.4510167743534,4.620016044387856E-02 
 01/04  22:45:00,55.,49.5496208968258,5.017317126566716E-02 
 01/04  23:00:00,55.,49.6543495220514,5.411431652736430E-02 
 01/04  23:15:00,55.,49.7641614409693,5.745053289623940E-02 
 01/04  23:30:00,55.,49.8774120077597,6.008346903000253E-02 
 01/04  23:45:00,55.,49.9928875651306,6.246517786786798E-02 
 01/04  24:00:00,55.,50.1101657072951,6.492427075675876E-02 
 01/05  00:15:00,40.,50.042554227968,6.738692484907076E-02 
 01/05  00:30:00,40.,49.7902364011994,6.937919853792519E-02 
 01/05  00:45:00,40.,49.5372381859194,7.134142324666026E-02 
 01/05  01:00:00,40.,49.2833914410169,7.365561114772899E-02 
 01/05  01:15:00,40.,49.028068816684,7.624156801948190E-02 
 01/05  01:30:00,40.,48.7722334049905,7.826773763840718E-02 
 01/05  01:45:00,40.,48.5179334969661,7.984385999693831E-02 
 01/05  02:00:00,40.,48.2660631188984,8.148071280170133E-02 
 01/05  02:15:00,40.,48.0164691981714,8.331081721926123E-02 
 01/05  02:30:00,40.,47.7682891051294,8.571824607374245E-02 
 01/05  02:45:00,40.,47.5210370261086,8.813636028563678E-02 
 01/05  03:00:00,40.,47.2757252778354,9.009411918092736E-02 
 01/05  03:15:00,40.,47.0337063221425,9.173131340025684E-02 
 01/05  03:30:00,40.,46.79416766934,9.450534107628869E-02 
 01/05  03:45:00,40.,46.5553224255413,9.785143859077217E-02 
 01/05  04:00:00,40.,46.3175460669787,0.100733228911093 
 01/05  04:15:00,40.,46.0824622202232,0.10308767643865 
 01/05  04:30:00,40.,45.8495739941424,0.106758826010855 
 01/05  04:45:00,40.,45.6162274795197,0.112063931750823 
 01/05  05:00:00,40.,45.3820555338027,0.116866995497337 
 01/05  05:15:00,40.,45.1493297473093,0.120732734459421 
 01/05  05:30:00,40.,44.9207156670748,0.123354828985016 
 01/05  05:45:00,40.,44.6974459316711,0.126230299873928 
 01/05  06:00:00,40.,44.478551973155,0.130266168634409 
 01/05  06:15:00,40.,44.2628567659301,0.135057459141432 
