Date/Time,HW SUPPLY OUTLET NODE:System Node Temperature [C](TimeStep),HW DEMAND INLET NODE:System Node Temperature [C](TimeStep),HW DEMAND INLET NODE:System Node Mass Flow Rate [kg/s](TimeStep) 
 04/05  06:00:00,40.,43.0681674546304,7.429122967468510E-02 
 04/05  06:15:00,40.,42.9845032931944,7.429696833674426E-02 
 04/05  06:30:00,40.,42.9061673349676,6.862857546436588E-02 
 04/05  06:45:00,40.,42.8351000405204,6.441429391366818E-02 
 04/05  07:00:00,40.,42.7683503297261,6.363230121552513E-02 
 04/05  07:15:00,40.,42.4327737016365,0.626703349484831 
 04/05  07:30:00,40.,41.9549247159366,0.549781383632876 
 04/05  07:45:00,40.,41.6109948461828,0.491254090232555 
 04/05  08:00:00,40.,41.3657507600106,0.401149520567878 
 04/05  08:15:00,60.,42.0828769899772,0.206848278930623 
 04/05  08:30:00,60.,43.1019482934538,0.136546222889795 
 04/05  08:45:00,60.,43.831581501342,0.10127195640855 
 04/05  09:00:00,60.,44.3377273984714,7.233133589325513E-02 
 04/05  09:15:00,60.,44.6692225272848,4.312133653691966E-02 
 04/05  09:30:00,60.,44.8612398739172,2.532014858829762E-02 
 04/05  09:45:00,60.,44.9734515729203,1.416348248394293E-02 
 04/05  10:00:00,60.,45.0334579793216,7.322645310373454E-03 
 04/05  10:15:00,60.,45.0588333748793,1.728218939987298E-03 
 04/05  10:30:00,28.0129762437437,45.0636373698924,0.0 
 04/05  10:45:00,28.0129762437437,45.0636373698924,0.0 
 04/05  11:00:00,28.0129762437437,45.0636373698924,0.0 
 04/05  11:15:00,28.0129762437437,45.0636373698924,0.0 
 04/05  11:30:00,28.0129762437437,45.0636373698924,0.0 
 04/05  11:45:00,28.0129762437437,45.0636373698924,0.0 
 04/05  12:00:00,28.0129762437437,45.0636373698924,0.0 
 04/05  12:15:00,28.0129762437437,45.0636373698924,0.0 
 04/05  12:30:00,28.0129762437437,45.0636373698924,0.0 
 04/05  12:45:00,28.0129762437437,45.0636373698924,0.0 
 04/05  13:00:00,28.0129762437437,45.0636373698924,0.0 
 04/05  13:15:00,28.0129762437437,45.0636373698924,0.0 
 04/05  13:30:00,28.0129762437437,45.0636373698924,0.0 
 04/05  13:45:00,28.0129762437437,45.0636373698924,0.0 
 04/05  14:00:00,28.0129762437437,45.0636373698924,0.0 
 04/05  14:15:00,28.0129762437437,45.0636373698924,0.0 
 04/05  14:30:00,28.0129762437437,45.0636373698924,0.0 
 04/05  14:45:00,28.0129762437437,45.0636373698924,0.0 
 04/05  15:00:00,28.0129762437437,45.0636373698924,0.0 
 04/05  15:15:00,28.0129762437437,45.0636373698924,0.0 
 04/05  15:30:00,28.0129762437437,45.0636373698924,0.0 
 04/05  15:45:00,28.0129762437437,45.0636373698924,0.0 
 04/05  16:00:00,28.0129762437437,45.0636373698924,0.0 
 04/05  16:15:00,28.0129762437437,45.0636373698924,0.0 
 04/05  16:30:00,28.0129762437437,45.0636373698924,0.0 
 04/05  16:45:00,28.0129762437437,45.0636373698924,0.0 
 04/05  17:00:00,28.0129762437437,45.0636373698924,0.0 
 04/05  17:15:00,28.0129762437437,45.0636373698924,0.0 
 04/05  17:30:00,28.0129762437437,45.0636373698924,0.0 
 04/05  17:45:00,28.0129762437437,45.0636373698924,0.0 
 04/05  18:00:00,28.0129762437437,45.0636373698924,0.0 
 04/05  18:15:00,28.0129762437437,45.0636373698924,0.0 
 04/05  18:30:00,28.0129762437437,45.0636373698924,0.0 
 04/05  18:45:00,28.0129762437437,45.0636373698924,0.0 
 04/05  19:00:00,28.0129762437437,45.0636373698924,0.0 
 04/05  19:15:00,28.0129762437437,45.0636373698924,0.0 
 04/05  19:30:00,28.0129762437437,45.0636373698924,0.0 
 04/05  19:45:00,28.0129762437437,45.0636373698924,0.0 
 04/05  20:00:00,28.0129762437437,45.0636373698924,0.0 
 04/05  20:15:00,28.0129762437437,45.0636373698924,0.0 
 04/05  20:30:00,28.0129762437437,45.0636373698924,0.0 
 04/05  20:45:00,28.0129762437437,45.0636373698924,0.0 
 04/05  21:00:00,28.0129762437437,45.0636373698924,0.0 
 04/05  21:15:00,28.0129762437437,45.0636373698924,0.0 
 04/05  21:30:00,28.0129762437437,45.0636373698924,0.0 
 04/05  21:45:00,28.0129762437437,45.0636373698924,0.0 
 04/05  22:00:00,28.0129762437437,45.0636373698924,0.0 
 04/05  22:15:00,28.0129762437437,45.0636373698924,0.0 
 04/05  22:30:00,28.0129762437437,45.0636373698924,0.0 
 04/05  22:45:00,28.0129762437437,45.0636373698924,0.0 
 04/05  23:00:00,28.0129762437437,45.0636373698924,0.0 
 04/05  23:15:00,28.0129762437437,45.0636373698924,0.0 
 04/05  23:30:00,28.0129762437437,45.0636373698924,0.0 
 04/05  23:45:00,28.0129762437437,45.0636373698924,0.0 
 04/05  24:00:00,28.0129762437437,45.0636373698924,0.0 
 04/06  00:15:00,28.0129762437437,45.0636373698924,0.0 
 04/06  00:30:00,28.0129762437437,45.0636373698924,0.0 
 04/06  00:45:00,28.0129762437437,45.0636373698924,0.0 
 04/06  01:00:00,28.0129762437437,45.0636373698924,0.0 
 04/06  01:15:00,40.,45.0631853303991,4.798149764777128E-04 
 04/06  01:30:00,40.,45.0535184820335,9.794091988934887E-03 
 04/06  01:45:00,40.,45.0251202696202,2.050284233106395E-02 
 04/06  02:00:00,40.,44.9812095244519,2.667587092116329E-02 
 04/06  02:15:00,40.,44.9302446037484,2.859901698720909E-02 
 04/06  02:30:00,40.,44.8775597760654,2.914266518702840E-02 
 04/06  02:45:00,40.,44.8238389797745,3.038150827095325E-02 
 04/06  03:00:00,40.,44.7673232797259,3.296195698495469E-02 
 04/06  03:15:00,40.,44.7043976545179,3.846189644486755E-02 
 04/06  03:30:00,40.,44.6341705362068,4.238246018285605E-02 
 04/06  03:45:00,40.,44.5591087739696,4.539088186937172E-02 
 04/06  04:00:00,40.,44.480081687987,4.859547621110574E-02 
 04/06  04:15:00,40.,44.3971616138194,5.182026237822533E-02 
 04/06  04:30:00,40.,44.3107743886923,5.482786027697134E-02 
 04/06  04:45:00,40.,44.2216338700467,5.748235143969428E-02 
 04/06  05:00:00,40.,44.1304603361767,5.986869309955449E-02 
 04/06  05:15:00,40.,44.0377513530598,6.214492447946247E-02 
 04/06  05:30:00,40.,43.9440652870916,6.403282915498321E-02 
 04/06  05:45:00,40.,43.850165662177,6.547474940423523E-02 
 04/06  06:00:00,40.,43.7567528940318,6.653248012667372E-02 
 04/06  06:15:00,40.,43.664187831722,6.755511354718438E-02 
 04/06  06:30:00,40.,43.5738098071127,6.666548247688887E-02 
 04/06  06:45:00,40.,43.4879512194885,6.401798033970650E-02 
 04/06  07:00:00,40.,43.4080257318764,6.055575270570533E-02 
 04/06  07:15:00,40.,42.9873862866347,0.655627479344595 
 04/06  07:30:00,40.,42.3682375105105,0.585038118471879 
 04/06  07:45:00,40.,41.9406286985211,0.490226759687339 
 04/06  08:00:00,40.,41.6369811191456,0.424640152756958 
 04/06  08:15:00,60.,42.7085773604653,0.363724218396064 
 04/06  08:30:00,60.,44.7121651382429,0.297339218599303 
 04/06  08:45:00,60.,46.220424422588,0.257073850276663 
 04/06  09:00:00,60.,47.2876706252952,0.178930100790082 
 04/06  09:15:00,60.,48.000539487457,0.13221688015637 
 04/06  09:30:00,60.,48.525844250612,0.105845390896527 
 04/06  09:45:00,60.,48.9174723800259,8.064963300404104E-02 
 04/06  10:00:00,60.,49.2041635627386,6.012102143372983E-02 
 04/06  10:15:00,60.,49.414859155224,4.575868667777701E-02 
 04/06  10:30:00,60.,49.5760714252496,3.665482519173979E-02 
 04/06  10:45:00,60.,49.6957058922735,2.539440586294001E-02 
 04/06  11:00:00,60.,49.7777516705945,1.769975523152504E-02 
 04/06  11:15:00,60.,49.8391426677249,1.454513138537511E-02 
 04/06  11:30:00,60.,49.8898412050775,1.233647611451242E-02 
 04/06  11:45:00,60.,49.93336312348,1.082961930095796E-02 
 04/06  12:00:00,60.,49.9702881043147,8.920661894806604E-03 
 04/06  12:15:00,55.,49.9937380993783,7.368459531008660E-03 
 04/06  12:30:00,55.,50.0062966435754,6.106828881423002E-03 
 04/06  12:45:00,55.,50.0166869247201,5.088271292130395E-03 
 04/06  13:00:00,55.,50.0254347391216,4.346227877186025E-03 
 04/06  13:15:00,55.,50.0326589450512,3.469198977789308E-03 
 04/06  13:30:00,55.,50.0387408224228,3.115093041296597E-03 
 04/06  13:45:00,55.,50.0443516517123,2.966439013695516E-03 
 04/06  14:00:00,55.,50.0496669638589,2.801135921415555E-03 
 04/06  14:15:00,55.,50.0543829431861,2.321248052479727E-03 
 04/06  14:30:00,55.,50.0580126745743,1.624580459288099E-03 
 04/06  14:45:00,55.,50.0603351436978,9.016607863839164E-04 
 04/06  15:00:00,55.,50.0614110685011,2.690709351611542E-04 
 04/06  15:15:00,28.5063553787168,50.061658313919,0.0 
 04/06  15:30:00,28.5063553787168,50.061658313919,0.0 
 04/06  15:45:00,28.5063553787168,50.061658313919,0.0 
 04/06  16:00:00,28.5063553787168,50.061658313919,0.0 
 04/06  16:15:00,28.5063553787168,50.061658313919,0.0 
 04/06  16:30:00,28.5063553787168,50.061658313919,0.0 
 04/06  16:45:00,28.5063553787168,50.061658313919,0.0 
 04/06  17:00:00,28.5063553787168,50.061658313919,0.0 
 04/06  17:15:00,28.5063553787168,50.061658313919,0.0 
 04/06  17:30:00,28.5063553787168,50.061658313919,0.0 
 04/06  17:45:00,28.5063553787168,50.061658313919,0.0 
 04/06  18:00:00,28.5063553787168,50.061658313919,0.0 
 04/06  18:15:00,28.5063553787168,50.061658313919,0.0 
 04/06  18:30:00,28.5063553787168,50.061658313919,0.0 
 04/06  18:45:00,28.5063553787168,50.061658313919,0.0 
 04/06  19:00:00,28.5063553787168,50.061658313919,0.0 
 04/06  19:15:00,28.5063553787168,50.061658313919,0.0 
 04/06  19:30:00,28.5063553787168,50.061658313919,0.0 
 04/06  19:45:00,28.5063553787168,50.061658313919,0.0 
 04/06  20:00:00,28.5063553787168,50.061658313919,0.0 
 04/06  20:15:00,28.5063553787168,50.061658313919,0.0 
 04/06  20:30:00,28.5063553787168,50.061658313919,0.0 
 04/06  20:45:00,28.5063553787168,50.061658313919,0.0 
 04/06  21:00:00,28.5063553787168,50.061658313919,0.0 
 04/06  21:15:00,28.5063553787168,50.061658313919,0.0 
 04/06  21:30:00,28.5063553787168,50.061658313919,0.0 
 04/06  21:45:00,28.5063553787168,50.061658313919,0.0 
 04/06  22:00:00,28.5063553787168,50.061658313919,0.0 
 04/06  22:15:00,28.5063553787168,50.061658313919,0.0 
 04/06  22:30:00,28.5063553787168,50.061658313919,0.0 
 04/06  22:45:00,28.5063553787168,50.061658313919,0.0 
 04/06  23:00:00,28.5063553787168,50.061658313919,0.0 
 04/06  23:15:00,28.5063553787168,50.061658313919,0.0 
 04/06  23:30:00,28.5063553787168,50.061658313919,0.0 
 04/06  23:45:00,28.5063553787168,50.061658313919,0.0 
 04/06  24:00:00,28.5063553787168,50.061658313919,0.0 
 04/07  00:15:00,28.5063553787168,50.061658313919,0.0 
 04/07  00:30:00,28.5063553787168,50.061658313919,0.0 
 04/07  00:45:00,28.5063553787168,50.061658313919,0.0 
 04/07  01:00:00,28.5063553787168,50.061658313919,0.0 
 04/07  01:15:00,28.5063553787168,50.061658313919,0.0 
 04/07  01:30:00,28.5063553787168,50.061658313919,0.0 
 04/07  01:45:00,28.5063553787168,50.061658313919,0.0 
 04/07  02:00:00,28.5063553787168,50.061658313919,0.0 
 04/07  02:15:00,28.5063553787168,50.061658313919,0.0 
 04/07  02:30:00,28.5063553787168,50.061658313919,0.0 
 04/07  02:45:00,40.,50.0565832729304,2.711753637846333E-03 
 04/07  03:00:00,40.,50.0396296794057,6.357277843377375E-03 
 04/07  03:15:00,40.,50.0115066240337,8.719890430785767E-03 
 04/07  03:30:00,40.,49.9766834078018,1.000750388744775E-02 
 04/07  03:45:00,40.,49.9382740582414,1.072405322565898E-02 
 04/07  04:00:00,40.,49.8976726265364,1.127787000826375E-02 
 04/07  04:15:00,40.,49.8552479007771,1.180871563827084E-02 
 04/07  04:30:00,40.,49.8111515083602,1.229309227950848E-02 
 04/07  04:45:00,40.,49.7639757881149,1.361269062490087E-02 
 04/07  05:00:00,40.,49.7114426081086,1.538316687898038E-02 
 04/07  05:15:00,40.,49.6532537072297,1.691780600910038E-02 
 04/07  05:30:00,40.,49.5903414241868,1.822468537349708E-02 
 04/07  05:45:00,40.,49.5235398797346,1.934336152345819E-02 
 04/07  06:00:00,40.,49.4535156032779,2.032087534601344E-02 
 04/07  06:15:00,40.,49.3808367236436,2.115877989823162E-02 
 04/07  06:30:00,40.,49.3007945237669,2.490095609631672E-02 
 04/07  06:45:00,40.,49.2078796540917,2.906673421778540E-02 
 04/07  07:00:00,40.,49.1059444569919,3.076569821744746E-02 
 04/07  07:15:00,40.,48.0914493103645,0.609472225035356 
 04/07  07:30:00,40.,46.5499277389859,0.514737425759678 
 04/07  07:45:00,40.,45.5246700448298,0.408434661379604 
 04/07  08:00:00,40.,44.7751771872513,0.374321069598449 
 04/07  08:15:00,60.,45.3977748899054,0.337268752622572 
 04/07  08:30:00,60.,46.9947680685013,0.279490887808437 
 04/07  08:45:00,60.,48.1782921421944,0.23733756298558 
 04/07  09:00:00,60.,49.0620547781415,0.182741310095029 
 04/07  09:15:00,60.,49.7361572815033,0.158827596055807 
 04/07  09:30:00,60.,50.3031373966786,0.146458060563345 
 04/07  09:45:00,60.,50.806724497741,0.140105523355733 
 04/07  10:00:00,60.,51.2633319629476,0.133632415877363 
 04/07  10:15:00,60.,51.6758884008058,0.126284403912332 
 04/07  10:30:00,60.,52.0491706965878,0.120249722478624 
 04/07  10:45:00,60.,52.3915371802092,0.116278078048089 
 04/07  11:00:00,60.,52.7096970390631,0.113275917595837 
 04/07  11:15:00,60.,53.0066447963784,0.110197508663684 
 04/07  11:30:00,60.,53.2830849628495,0.106537400892353 
 04/07  11:45:00,60.,53.5398432672608,0.102910436562067 
 04/07  12:00:00,60.,53.7790757218057,9.987588002698203E-02 
 04/07  12:15:00,55.,53.9137416964395,9.725763009226131E-02 
 04/07  12:30:00,55.,53.9500142046051,8.520347736580088E-02 
 04/07  12:45:00,55.,53.981758740925,7.976303031281023E-02 
 04/07  13:00:00,55.,54.0121250408683,8.297022815157232E-02 
 04/07  13:15:00,55.,54.0426026284934,8.546521570256044E-02 
 04/07  13:30:00,55.,54.0719567243798,8.187748911941961E-02 
 04/07  13:45:00,55.,54.0986850590832,7.515070328216557E-02 
 04/07  14:00:00,55.,54.1227732075439,7.041743847974674E-02 
 04/07  14:15:00,55.,54.1451599095443,6.851002975917000E-02 
 04/07  14:30:00,55.,54.1664594816936,6.709276544055812E-02 
 04/07  14:45:00,55.,54.1865989972633,6.434484267049453E-02 
 04/07  15:00:00,55.,54.2053032514905,6.067018330917739E-02 
 04/07  15:15:00,55.,54.2225875495018,5.750002669750056E-02 
 04/07  15:30:00,55.,54.2387727815411,5.556704800976779E-02 
 04/07  15:45:00,55.,54.2541519846952,5.412083732005023E-02 
 04/07  16:00:00,55.,54.2688206332811,5.262719654986822E-02 
 04/07  16:15:00,55.,54.2827989577107,5.110884552053312E-02 
 04/07  16:30:00,55.,54.296114772012,4.960842654109405E-02 
 04/07  16:45:00,55.,54.3088305848162,4.836591764116720E-02 
 04/07  17:00:00,55.,54.3210276766949,4.732095535886180E-02 
 04/07  17:15:00,27.5457955569879,54.3269883444474,0.0 
 04/07  17:30:00,27.5457955569879,54.3269883444474,0.0 
 04/07  17:45:00,27.5457955569879,54.3269883444474,0.0 
 04/07  18:00:00,27.5457955569879,54.3269883444474,0.0 
 04/07  18:15:00,27.5457955569879,54.3269883444474,0.0 
 04/07  18:30:00,27.5457955569879,54.3269883444474,0.0 
 04/07  18:45:00,27.5457955569879,54.3269883444474,0.0 
 04/07  19:00:00,27.5457955569879,54.3269883444474,0.0 
 04/07  19:15:00,27.5457955569879,54.3269883444474,0.0 
 04/07  19:30:00,27.5457955569879,54.3269883444474,0.0 
 04/07  19:45:00,27.5457955569879,54.3269883444474,0.0 
 04/07  20:00:00,27.5457955569879,54.3269883444474,0.0 
 04/07  20:15:00,27.5457955569879,54.3269883444474,0.0 
 04/07  20:30:00,27.5457955569879,54.3269883444474,0.0 
 04/07  20:45:00,27.5457955569879,54.3269883444474,0.0 
 04/07  21:00:00,27.5457955569879,54.3269883444474,0.0 
 04/07  21:15:00,27.5457955569879,54.3269883444474,0.0 
 04/07  21:30:00,27.5457955569879,54.3269883444474,0.0 
 04/07  21:45:00,27.5457955569879,54.3269883444474,0.0 
 04/07  22:00:00,27.5457955569879,54.3269883444474,0.0 
 04/07  22:15:00,27.5457955569879,54.3269883444474,0.0 
 04/07  22:30:00,27.5457955569879,54.3269883444474,0.0 
 04/07  22:45:00,27.5457955569879,54.3269883444474,0.0 
 04/07  23:00:00,27.5457955569879,54.3269883444474,0.0 
 04/07  23:15:00,27.5457955569879,54.3269883444474,0.0 
 04/07  23:30:00,27.5457955569879,54.3269883444474,0.0 
 04/07  23:45:00,27.5457955569879,54.3269883444474,0.0 
 04/07  24:00:00,27.5457955569879,54.3269883444474,0.0 
 04/08  00:15:00,27.5457955569879,54.3269883444474,0.0 
 04/08  00:30:00,27.5457955569879,54.3269883444474,0.0 
 04/08  00:45:00,27.5457955569879,54.3269883444474,0.0 
 04/08  01:00:00,27.5457955569879,54.3269883444474,0.0 
 04/08  01:15:00,27.5457955569879,54.3269883444474,0.0 
 04/08  01:30:00,27.5457955569879,54.3269883444474,0.0 
 04/08  01:45:00,27.5457955569879,54.3269883444474,0.0 
 04/08  02:00:00,27.5457955569879,54.3269883444474,0.0 
 04/08  02:15:00,27.5457955569879,54.3269883444474,0.0 
 04/08  02:30:00,27.5457955569879,54.3269883444474,0.0 
 04/08  02:45:00,27.5457955569879,54.3269883444474,0.0 
 04/08  03:00:00,27.5457955569879,54.3269883444474,0.0 
 04/08  03:15:00,27.5457955569879,54.3269883444474,0.0 
 04/08  03:30:00,27.5457955569879,54.3269883444474,0.0 
 04/08  03:45:00,27.5457955569879,54.3269883444474,0.0 
 04/08  04:00:00,27.5457955569879,54.3269883444474,0.0 
 04/08  04:15:00,27.5457955569879,54.3269883444474,0.0 
 04/08  04:30:00,27.5457955569879,54.3269883444474,0.0 
 04/08  04:45:00,27.5457955569879,54.3269883444474,0.0 
 04/08  05:00:00,27.5457955569879,54.3269883444474,0.0 
 04/08  05:15:00,40.,54.3241262072218,1.073810283847050E-03 
 04/08  05:30:00,40.,54.3147138786702,2.459033954417520E-03 
 04/08  05:45:00,40.,54.2994053440158,3.291771289176800E-03 
 04/08  06:00:00,40.,54.2807862421088,3.710895527998635E-03 
 04/08  06:15:00,40.,54.2572599864694,5.150706225265699E-03 
 04/08  06:30:00,40.,54.2406509682821,1.113135488164290E-03 
 04/08  06:45:00,27.4626023504537,54.2377017038129,0.0 
 04/08  07:00:00,27.4626023504537,54.2377017038129,0.0 
 04/08  07:15:00,40.,52.9457836649056,0.499131306516792 
 04/08  07:30:00,40.,51.1195742789521,0.323717874822718 
 04/08  07:45:00,40.,49.9886980112336,0.248153052109201 
 04/08  08:00:00,40.,49.2250197438926,0.182037779229125 
 04/08  08:15:00,60.,49.0680525072663,5.250979553213341E-02 
 04/08  08:30:00,60.,49.190576563478,2.200073470110479E-02 
 04/08  08:45:00,60.,49.262755418985,1.422816254398358E-02 
 04/08  09:00:00,60.,49.3064071382163,7.733584416314957E-03 
 04/08  09:15:00,60.,49.3287762024435,3.546777030932194E-03 
 04/08  09:30:00,60.,49.3374236146256,7.071112214132877E-04 
 04/08  09:45:00,28.0213477278618,49.3388264175724,0.0 
 04/08  10:00:00,28.0213477278618,49.3388264175724,0.0 
 04/08  10:15:00,28.0213477278618,49.3388264175724,0.0 
 04/08  10:30:00,28.0213477278618,49.3388264175724,0.0 
 04/08  10:45:00,28.0213477278618,49.3388264175724,0.0 
 04/08  11:00:00,28.0213477278618,49.3388264175724,0.0 
 04/08  11:15:00,28.0213477278618,49.3388264175724,0.0 
 04/08  11:30:00,28.0213477278618,49.3388264175724,0.0 
 04/08  11:45:00,28.0213477278618,49.3388264175724,0.0 
 04/08  12:00:00,28.0213477278618,49.3388264175724,0.0 
 04/08  12:15:00,28.0213477278618,49.3388264175724,0.0 
 04/08  12:30:00,28.0213477278618,49.3388264175724,0.0 
 04/08  12:45:00,28.0213477278618,49.3388264175724,0.0 
 04/08  13:00:00,28.0213477278618,49.3388264175724,0.0 
 04/08  13:15:00,28.0213477278618,49.3388264175724,0.0 
 04/08  13:30:00,28.0213477278618,49.3388264175724,0.0 
 04/08  13:45:00,28.0213477278618,49.3388264175724,0.0 
 04/08  14:00:00,28.0213477278618,49.3388264175724,0.0 
 04/08  14:15:00,28.0213477278618,49.3388264175724,0.0 
 04/08  14:30:00,28.0213477278618,49.3388264175724,0.0 
 04/08  14:45:00,28.0213477278618,49.3388264175724,0.0 
 04/08  15:00:00,28.0213477278618,49.3388264175724,0.0 
 04/08  15:15:00,28.0213477278618,49.3388264175724,0.0 
 04/08  15:30:00,28.0213477278618,49.3388264175724,0.0 
 04/08  15:45:00,28.0213477278618,49.3388264175724,0.0 
 04/08  16:00:00,28.0213477278618,49.3388264175724,0.0 
 04/08  16:15:00,28.0213477278618,49.3388264175724,0.0 
 04/08  16:30:00,28.0213477278618,49.3388264175724,0.0 
 04/08  16:45:00,28.0213477278618,49.3388264175724,0.0 
 04/08  17:00:00,28.0213477278618,49.3388264175724,0.0 
 04/08  17:15:00,28.0213477278618,49.3388264175724,0.0 
 04/08  17:30:00,28.0213477278618,49.3388264175724,0.0 
 04/08  17:45:00,28.0213477278618,49.3388264175724,0.0 
 04/08  18:00:00,28.0213477278618,49.3388264175724,0.0 
 04/08  18:15:00,28.0213477278618,49.3388264175724,0.0 
 04/08  18:30:00,28.0213477278618,49.3388264175724,0.0 
 04/08  18:45:00,28.0213477278618,49.3388264175724,0.0 
 04/08  19:00:00,28.0213477278618,49.3388264175724,0.0 
 04/08  19:15:00,28.0213477278618,49.3388264175724,0.0 
 04/08  19:30:00,28.0213477278618,49.3388264175724,0.0 
 04/08  19:45:00,28.0213477278618,49.3388264175724,0.0 
 04/08  20:00:00,28.0213477278618,49.3388264175724,0.0 
 04/08  20:15:00,28.0213477278618,49.3388264175724,0.0 
 04/08  20:30:00,28.0213477278618,49.3388264175724,0.0 
 04/08  20:45:00,28.0213477278618,49.3388264175724,0.0 
 04/08  21:00:00,28.0213477278618,49.3388264175724,0.0 
 04/08  21:15:00,28.0213477278618,49.3388264175724,0.0 
 04/08  21:30:00,28.0213477278618,49.3388264175724,0.0 
 04/08  21:45:00,28.0213477278618,49.3388264175724,0.0 
 04/08  22:00:00,28.0213477278618,49.3388264175724,0.0 
 04/08  22:15:00,28.0213477278618,49.3388264175724,0.0 
 04/08  22:30:00,28.0213477278618,49.3388264175724,0.0 
 04/08  22:45:00,28.0213477278618,49.3388264175724,0.0 
 04/08  23:00:00,28.0213477278618,49.3388264175724,0.0 
 04/08  23:15:00,28.0213477278618,49.3388264175724,0.0 
 04/08  23:30:00,28.0213477278618,49.3388264175724,0.0 
 04/08  23:45:00,28.0213477278618,49.3388264175724,0.0 
 04/08  24:00:00,28.0213477278618,49.3388264175724,0.0 
 04/09  00:15:00,28.0213477278618,49.3388264175724,0.0 
 04/09  00:30:00,28.0213477278618,49.3388264175724,0.0 
 04/09  00:45:00,28.0213477278618,49.3388264175724,0.0 
 04/09  01:00:00,28.0213477278618,49.3388264175724,0.0 
 04/09  01:15:00,28.0213477278618,49.3388264175724,0.0 
 04/09  01:30:00,28.0213477278618,49.3388264175724,0.0 
 04/09  01:45:00,28.0213477278618,49.3388264175724,0.0 
 04/09  02:00:00,28.0213477278618,49.3388264175724,0.0 
 04/09  02:15:00,28.0213477278618,49.3388264175724,0.0 
 04/09  02:30:00,28.0213477278618,49.3388264175724,0.0 
 04/09  02:45:00,28.0213477278618,49.3388264175724,0.0 
 04/09  03:00:00,28.0213477278618,49.3388264175724,0.0 
 04/09  03:15:00,28.0213477278618,49.3388264175724,0.0 
 04/09  03:30:00,28.0213477278618,49.3388264175724,0.0 
 04/09  03:45:00,28.0213477278618,49.3388264175724,0.0 
 04/09  04:00:00,28.0213477278618,49.3388264175724,0.0 
 04/09  04:15:00,28.0213477278618,49.3388264175724,0.0 
 04/09  04:30:00,28.0213477278618,49.3388264175724,0.0 
 04/09  04:45:00,28.0213477278618,49.3388264175724,0.0 
 04/09  05:00:00,28.0213477278618,49.3388264175724,0.0 
 04/09  05:15:00,28.0213477278618,49.3388264175724,0.0 
 04/09  05:30:00,28.0213477278618,49.3388264175724,0.0 
 04/09  05:45:00,28.0213477278618,49.3388264175724,0.0 
 04/09  06:00:00,28.0213477278618,49.3388264175724,0.0 
 04/09  06:15:00,28.0213477278618,49.3388264175724,0.0 
 04/09  06:30:00,28.0213477278618,49.3388264175724,0.0 
 04/09  06:45:00,28.0213477278618,49.3388264175724,0.0 
 04/09  07:00:00,28.0213477278618,49.3388264175724,0.0 
 04/09  07:15:00,40.,48.5900054064375,0.436110220255317 
 04/09  07:30:00,40.,47.4566033536984,0.32168177952047 
 04/09  07:45:00,40.,46.7213232876883,0.238743150965556 
 04/09  08:00:00,40.,46.2281949554583,0.175750222100602 
 04/09  08:15:00,60.,46.1931304255084,4.575742441960647E-02 
 04/09  08:30:00,60.,46.3169667617005,1.703079415854458E-02 
 04/09  08:45:00,60.,46.3873740160287,1.091446832039592E-02 
 04/09  09:00:00,60.,46.4291616134926,5.674996177139152E-03 
 04/09  09:15:00,60.,46.4493867425065,2.376151745837452E-03 
 04/09  09:30:00,60.,46.4564375258673,3.421568218359960E-04 
 04/09  09:45:00,27.6495014508846,46.4572997391981,0.0 
 04/09  10:00:00,27.6495014508846,46.4572997391981,0.0 
 04/09  10:15:00,27.6495014508846,46.4572997391981,0.0 
 04/09  10:30:00,27.6495014508846,46.4572997391981,0.0 
 04/09  10:45:00,27.6495014508846,46.4572997391981,0.0 
 04/09  11:00:00,27.6495014508846,46.4572997391981,0.0 
 04/09  11:15:00,27.6495014508846,46.4572997391981,0.0 
 04/09  11:30:00,27.6495014508846,46.4572997391981,0.0 
 04/09  11:45:00,27.6495014508846,46.4572997391981,0.0 
 04/09  12:00:00,27.6495014508846,46.4572997391981,0.0 
 04/09  12:15:00,27.6495014508846,46.4572997391981,0.0 
 04/09  12:30:00,27.6495014508846,46.4572997391981,0.0 
 04/09  12:45:00,27.6495014508846,46.4572997391981,0.0 
 04/09  13:00:00,27.6495014508846,46.4572997391981,0.0 
 04/09  13:15:00,27.6495014508846,46.4572997391981,0.0 
 04/09  13:30:00,27.6495014508846,46.4572997391981,0.0 
 04/09  13:45:00,27.6495014508846,46.4572997391981,0.0 
 04/09  14:00:00,27.6495014508846,46.4572997391981,0.0 
 04/09  14:15:00,27.6495014508846,46.4572997391981,0.0 
 04/09  14:30:00,27.6495014508846,46.4572997391981,0.0 
 04/09  14:45:00,27.6495014508846,46.4572997391981,0.0 
 04/09  15:00:00,27.6495014508846,46.4572997391981,0.0 
 04/09  15:15:00,27.6495014508846,46.4572997391981,0.0 
 04/09  15:30:00,27.6495014508846,46.4572997391981,0.0 
 04/09  15:45:00,27.6495014508846,46.4572997391981,0.0 
 04/09  16:00:00,27.6495014508846,46.4572997391981,0.0 
 04/09  16:15:00,27.6495014508846,46.4572997391981,0.0 
 04/09  16:30:00,27.6495014508846,46.4572997391981,0.0 
 04/09  16:45:00,27.6495014508846,46.4572997391981,0.0 
 04/09  17:00:00,27.6495014508846,46.4572997391981,0.0 
 04/09  17:15:00,27.6495014508846,46.4572997391981,0.0 
