Filename,Line number,Variable name,Units,Variable reference,Index type key,Variable type key,Keyed value
AirflowNetworkBalanceManager.cc,3289,"""AFN Zone Outdoor Air Mass Flow Rate""",kg/s,AirflowNetworkExchangeData( i ).SumMHr,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3290,"""AFN Zone Mixing Mass Flow Rate""",kg/s,AirflowNetworkExchangeData( i ).SumMMHr,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3291,"""AFN Zone Outdoor Air CO2 Mass Flow Rate""",kg/s,AirflowNetworkExchangeData( i ).SumMHrCO,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3292,"""AFN Zone Mixing CO2 Mass Flow Rate""",kg/s,AirflowNetworkExchangeData( i ).SumMMHrCO,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3293,"""AFN Zone Total CO2 Mass Flow Rate""",kg/s,AirflowNetworkExchangeData( i ).TotalCO2,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3299,"""AFN Zone Outdoor Air Mass Flow Rate""",kg/s,AirflowNetworkExchangeData( i ).SumMHr,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3300,"""AFN Zone Mixing Mass Flow Rate""",kg/s,AirflowNetworkExchangeData( i ).SumMMHr,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3302,"""AFN Zone Outdoor Air Generic Air Contaminant Mass Flow Rate""",kg/s,AirflowNetworkExchangeData( i ).SumMHrGC,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3303,"""AFN Zone Mixing Generic Air Contaminant Mass Flow Rate""",kg/s,AirflowNetworkExchangeData( i ).SumMMHrGC,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3304,"""AFN Zone Total Generic Air Contaminant Mass Flow Rate""",kg/s,AirflowNetworkExchangeData( i ).TotalGC,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3495,"""AFN Node Temperature""",C,AirflowNetworkNodeSimu( i ).TZ,"""System""","""Average""",AirflowNetworkNodeData( i ).Name
AirflowNetworkBalanceManager.cc,3496,"""AFN Node Humidity Ratio""",kgWater/kgDryAir,AirflowNetworkNodeSimu( i ).WZ,"""System""","""Average""",AirflowNetworkNodeData( i ).Name
AirflowNetworkBalanceManager.cc,3497,"""AFN Node CO2 Concentration""",ppm,AirflowNetworkNodeSimu( i ).CO2Z,"""System""","""Average""",AirflowNetworkNodeData( i ).Name
AirflowNetworkBalanceManager.cc,3498,"""AFN Node Generic Air Contaminant Concentration""",ppm,AirflowNetworkNodeSimu( i ).GCZ,"""System""","""Average""",AirflowNetworkNodeData( i ).Name
AirflowNetworkBalanceManager.cc,3499,"""AFN Node Total Pressure""",Pa,AirflowNetworkNodeSimu( i ).PZ,"""System""","""Average""",AirflowNetworkNodeData( i ).Name
AirflowNetworkBalanceManager.cc,3501,"""AFN Node Wind Pressure""",Pa,AirflowNetworkNodeSimu( i ).PZ,"""System""","""Average""",AirflowNetworkNodeData( i ).Name
AirflowNetworkBalanceManager.cc,3507,"""AFN Linkage Node 1 to Node 2 Mass Flow Rate""",kg/s,AirflowNetworkLinkReport( i ).FLOW,"""System""","""Average""",AirflowNetworkLinkageData( i ).Name
AirflowNetworkBalanceManager.cc,3508,"""AFN Linkage Node 2 to Node 1 Mass Flow Rate""",kg/s,AirflowNetworkLinkReport( i ).FLOW2,"""System""","""Average""",AirflowNetworkLinkageData( i ).Name
AirflowNetworkBalanceManager.cc,3509,"""AFN Linkage Node 1 to Node 2 Volume Flow Rate""",m3/s,AirflowNetworkLinkReport( i ).VolFLOW,"""System""","""Average""",AirflowNetworkLinkageData( i ).Name
AirflowNetworkBalanceManager.cc,3510,"""AFN Linkage Node 2 to Node 1 Volume Flow Rate""",m3/s,AirflowNetworkLinkReport( i ).VolFLOW2,"""System""","""Average""",AirflowNetworkLinkageData( i ).Name
AirflowNetworkBalanceManager.cc,3511,"""AFN Linkage Node 1 to Node 2 Pressure Difference""",Pa,AirflowNetworkLinkSimu( i ).DP,"""System""","""Average""",AirflowNetworkLinkageData( i ).Name
AirflowNetworkBalanceManager.cc,3519,"""AFN Surface Venting Window or Door Opening Factor""",,MultizoneSurfaceData( i ).OpenFactor,"""System""","""Average""",MultizoneSurfaceData( i ).SurfName
AirflowNetworkBalanceManager.cc,3523,"""AFN Surface Venting Window or Door Opening Modulation Multiplier""",,SurfaceWindow( SurfNum ).VentingOpenFactorMultRep,"""System""","""Average""",Surface( SurfNum ).Name
AirflowNetworkBalanceManager.cc,3524,"""AFN Surface Venting Inside Setpoint Temperature""",C,SurfaceWindow( SurfNum ).InsideTempForVentingRep,"""System""","""Average""",Surface( SurfNum ).Name
AirflowNetworkBalanceManager.cc,3525,"""AFN Surface Venting Availability Status""",,SurfaceWindow( SurfNum ).VentingAvailabilityRep,"""System""","""Average""",Surface( SurfNum ).Name
AirflowNetworkBalanceManager.cc,3527,"""AFN Surface Venting Window or Door Opening Factor at Previous Time Step""",,MultizoneSurfaceData( i ).OpenFactorLast,"""System""","""Average""",MultizoneSurfaceData( i ).SurfName
AirflowNetworkBalanceManager.cc,3528,"""AFN Surface Opening Elapsed Time""",min,MultizoneSurfaceData( i ).OpenElapsedTime,"""System""","""Average""",MultizoneSurfaceData( i ).SurfName
AirflowNetworkBalanceManager.cc,3529,"""AFN Surface Closing Elapsed Time""",min,MultizoneSurfaceData( i ).CloseElapsedTime,"""System""","""Average""",MultizoneSurfaceData( i ).SurfName
AirflowNetworkBalanceManager.cc,3530,"""AFN Surface Opening Status at Previous Time Step""",,MultizoneSurfaceData( i ).PrevOpeningstatus,"""System""","""Average""",MultizoneSurfaceData( i ).SurfName
AirflowNetworkBalanceManager.cc,3531,"""AFN Surface Opening Status""",,MultizoneSurfaceData( i ).OpeningStatus,"""System""","""Average""",MultizoneSurfaceData( i ).SurfName
AirflowNetworkBalanceManager.cc,3532,"""AFN Surface Opening Probability Status""",,MultizoneSurfaceData( i ).OpeningProbStatus,"""System""","""Average""",MultizoneSurfaceData( i ).SurfName
AirflowNetworkBalanceManager.cc,3533,"""AFN Surface Closing Probability Status""",,MultizoneSurfaceData( i ).ClosingProbStatus,"""System""","""Average""",MultizoneSurfaceData( i ).SurfName
AirflowNetworkBalanceManager.cc,3540,"""AFN Zone Infiltration Sensible Heat Gain Rate""",W,AirflowNetworkReportData( i ).MultiZoneInfiSenGainW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3541,"""AFN Zone Infiltration Sensible Heat Gain Energy""",J,AirflowNetworkReportData( i ).MultiZoneInfiSenGainJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3542,"""AFN Zone Mixing Sensible Heat Gain Rate""",W,AirflowNetworkReportData( i ).MultiZoneMixSenGainW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3543,"""AFN Zone Mixing Sensible Heat Gain Energy""",J,AirflowNetworkReportData( i ).MultiZoneMixSenGainJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3544,"""AFN Zone Infiltration Sensible Heat Loss Rate""",W,AirflowNetworkReportData( i ).MultiZoneInfiSenLossW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3545,"""AFN Zone Infiltration Sensible Heat Loss Energy""",J,AirflowNetworkReportData( i ).MultiZoneInfiSenLossJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3546,"""AFN Zone Mixing Sensible Heat Loss Rate""",W,AirflowNetworkReportData( i ).MultiZoneMixSenLossW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3547,"""AFN Zone Mixing Sensible Heat Loss Energy""",J,AirflowNetworkReportData( i ).MultiZoneMixSenLossJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3548,"""AFN Zone Infiltration Latent Heat Gain Rate""",W,AirflowNetworkReportData( i ).MultiZoneInfiLatGainW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3549,"""AFN Zone Infiltration Latent Heat Gain Energy""",J,AirflowNetworkReportData( i ).MultiZoneInfiLatGainJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3550,"""AFN Zone Infiltration Latent Heat Loss Rate""",W,AirflowNetworkReportData( i ).MultiZoneInfiLatLossW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3551,"""AFN Zone Infiltration Latent Heat Loss Energy""",J,AirflowNetworkReportData( i ).MultiZoneInfiLatLossJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3552,"""AFN Zone Mixing Latent Heat Gain Rate""",W,AirflowNetworkReportData( i ).MultiZoneMixLatGainW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3553,"""AFN Zone Mixing Latent Heat Gain Energy""",J,AirflowNetworkReportData( i ).MultiZoneMixLatGainJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3554,"""AFN Zone Mixing Latent Heat Loss Rate""",W,AirflowNetworkReportData( i ).MultiZoneMixLatLossW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3555,"""AFN Zone Mixing Latent Heat Loss Energy""",J,AirflowNetworkReportData( i ).MultiZoneInfiLatLossJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3557,"""AFN Zone Duct Leaked Air Sensible Heat Gain Rate""",W,AirflowNetworkReportData( i ).LeakSenGainW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3558,"""AFN Zone Duct Leaked Air Sensible Heat Gain Energy""",J,AirflowNetworkReportData( i ).LeakSenGainJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3559,"""AFN Zone Duct Leaked Air Sensible Heat Loss Rate""",W,AirflowNetworkReportData( i ).LeakSenLossW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3560,"""AFN Zone Duct Leaked Air Sensible Heat Loss Energy""",J,AirflowNetworkReportData( i ).LeakSenLossJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3561,"""AFN Zone Duct Leaked Air Latent Heat Gain Rate""",W,AirflowNetworkReportData( i ).LeakLatGainW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3562,"""AFN Zone Duct Leaked Air Latent Heat Gain Energy""",J,AirflowNetworkReportData( i ).LeakLatGainJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3563,"""AFN Zone Duct Leaked Air Latent Heat Loss Rate""",W,AirflowNetworkReportData( i ).LeakLatLossW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3564,"""AFN Zone Duct Leaked Air Latent Heat Loss Energy""",J,AirflowNetworkReportData( i ).LeakLatLossJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3566,"""AFN Zone Duct Conduction Sensible Heat Gain Rate""",W,AirflowNetworkReportData( i ).CondSenGainW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3567,"""AFN Zone Duct Conduction Sensible Heat Gain Energy""",J,AirflowNetworkReportData( i ).CondSenGainJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3568,"""AFN Zone Duct Conduction Sensible Heat Loss Rate""",W,AirflowNetworkReportData( i ).CondSenLossW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3569,"""AFN Zone Duct Conduction Sensible Heat Loss Energy""",J,AirflowNetworkReportData( i ).CondSenLossJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3570,"""AFN Zone Duct Diffusion Latent Heat Gain Rate""",W,AirflowNetworkReportData( i ).DiffLatGainW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3571,"""AFN Zone Duct Diffusion Latent Heat Gain Energy""",J,AirflowNetworkReportData( i ).DiffLatGainJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3572,"""AFN Zone Duct Diffusion Latent Heat Loss Rate""",W,AirflowNetworkReportData( i ).DiffLatLossW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3573,"""AFN Zone Duct Diffusion Latent Heat Loss Energy""",J,AirflowNetworkReportData( i ).DiffLatLossJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3575,"""AFN Distribution Sensible Heat Gain Rate""",W,AirflowNetworkReportData( i ).TotalSenGainW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3576,"""AFN Distribution Sensible Heat Gain Energy""",J,AirflowNetworkReportData( i ).TotalSenGainJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3577,"""AFN Distribution Sensible Heat Loss Rate""",W,AirflowNetworkReportData( i ).TotalSenLossW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3578,"""AFN Distribution Sensible Heat Loss Energy""",J,AirflowNetworkReportData( i ).TotalSenLossJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3579,"""AFN Distribution Latent Heat Gain Rate""",W,AirflowNetworkReportData( i ).TotalLatGainW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3580,"""AFN Distribution Latent Heat Gain Energy""",J,AirflowNetworkReportData( i ).TotalLatGainJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3581,"""AFN Distribution Latent Heat Loss Rate""",W,AirflowNetworkReportData( i ).TotalLatLossW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3582,"""AFN Distribution Latent Heat Loss Energy""",J,AirflowNetworkReportData( i ).TotalLatLossJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3586,"""AFN Zone Infiltration Volume""",m3,AirflowNetworkZnRpt( i ).InfilVolume,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3587,"""AFN Zone Infiltration Mass""",kg,AirflowNetworkZnRpt( i ).InfilMass,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3588,"""AFN Zone Infiltration Air Change Rate""",ach,AirflowNetworkZnRpt( i ).InfilAirChangeRate,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3589,"""AFN Zone Mixing Volume""",m3,AirflowNetworkZnRpt( i ).MixVolume,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3590,"""AFN Zone Mixing Mass""",kg,AirflowNetworkZnRpt( i ).MixMass,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3595,"""AFN Zone Average Pressure""",Pa,AirflowNetworkNodeReport( i ).PZ,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3596,"""AFN Zone On Cycle Pressure""",Pa,AirflowNetworkNodeReport( i ).PZON,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3597,"""AFN Zone Off Cycle Pressure""",Pa,AirflowNetworkNodeReport( i ).PZOFF,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,3600,"""AFN Linkage Node 1 to 2 Average Mass Flow Rate""",kg/s,AirflowNetworkLinkReport1( i ).FLOW,"""System""","""Average""",MultizoneSurfaceData( i ).SurfName
AirflowNetworkBalanceManager.cc,3601,"""AFN Linkage Node 2 to 1 Average Mass Flow Rate""",kg/s,AirflowNetworkLinkReport1( i ).FLOW2,"""System""","""Average""",MultizoneSurfaceData( i ).SurfName
AirflowNetworkBalanceManager.cc,3602,"""AFN Linkage Node 1 to 2 Average Volume Flow Rate""",m3/s,AirflowNetworkLinkReport1( i ).VolFLOW,"""System""","""Average""",MultizoneSurfaceData( i ).SurfName
AirflowNetworkBalanceManager.cc,3603,"""AFN Linkage Node 2 to 1 Average Volume Flow Rate""",m3/s,AirflowNetworkLinkReport1( i ).VolFLOW2,"""System""","""Average""",MultizoneSurfaceData( i ).SurfName
AirflowNetworkBalanceManager.cc,3604,"""AFN Surface Average Pressure Difference""",Pa,AirflowNetworkLinkReport1( i ).DP,"""System""","""Average""",MultizoneSurfaceData( i ).SurfName
AirflowNetworkBalanceManager.cc,3605,"""AFN Surface On Cycle Pressure Difference""",Pa,AirflowNetworkLinkReport1( i ).DPON,"""System""","""Average""",MultizoneSurfaceData( i ).SurfName
AirflowNetworkBalanceManager.cc,3606,"""AFN Surface Off Cycle Pressure Difference""",Pa,AirflowNetworkLinkReport1( i ).DPOFF,"""System""","""Average""",MultizoneSurfaceData( i ).SurfName
BaseboardElectric.cc,354,"""Baseboard Total Heating Energy""",J,Baseboard( BaseboardNum ).Energy,"""System""","""Sum""",Baseboard( BaseboardNum ).EquipName
BaseboardElectric.cc,356,"""Baseboard Total Heating Rate""",W,Baseboard( BaseboardNum ).Power,"""System""","""Average""",Baseboard( BaseboardNum ).EquipName
BaseboardElectric.cc,358,"""Baseboard Electric Energy""",J,Baseboard( BaseboardNum ).ElecUseLoad,"""System""","""Sum""",Baseboard( BaseboardNum ).EquipName
BaseboardElectric.cc,360,"""Baseboard Electric Power""",W,Baseboard( BaseboardNum ).ElecUseRate,"""System""","""Average""",Baseboard( BaseboardNum ).EquipName
BaseboardRadiator.cc,408,"""Baseboard Total Heating Energy""",J,Baseboard( BaseboardNum ).Energy,"""System""","""Sum""",Baseboard( BaseboardNum ).EquipID
BaseboardRadiator.cc,410,"""Baseboard Hot Water Energy""",J,Baseboard( BaseboardNum ).Energy,"""System""","""Sum""",Baseboard( BaseboardNum ).EquipID
BaseboardRadiator.cc,412,"""Baseboard Total Heating Rate""",W,Baseboard( BaseboardNum ).Power,"""System""","""Average""",Baseboard( BaseboardNum ).EquipID
BaseboardRadiator.cc,414,"""Baseboard Hot Water Mass Flow Rate""",kg/s,Baseboard( BaseboardNum ).WaterMassFlowRate,"""System""","""Average""",Baseboard( BaseboardNum ).EquipID
BaseboardRadiator.cc,416,"""Baseboard Air Mass Flow Rate""",kg/s,Baseboard( BaseboardNum ).AirMassFlowRate,"""System""","""Average""",Baseboard( BaseboardNum ).EquipID
BaseboardRadiator.cc,418,"""Baseboard Air Inlet Temperature""",C,Baseboard( BaseboardNum ).AirInletTemp,"""System""","""Average""",Baseboard( BaseboardNum ).EquipID
BaseboardRadiator.cc,420,"""Baseboard Air Outlet Temperature""",C,Baseboard( BaseboardNum ).AirOutletTemp,"""System""","""Average""",Baseboard( BaseboardNum ).EquipID
BaseboardRadiator.cc,422,"""Baseboard Water Inlet Temperature""",C,Baseboard( BaseboardNum ).WaterInletTemp,"""System""","""Average""",Baseboard( BaseboardNum ).EquipID
BaseboardRadiator.cc,424,"""Baseboard Water Outlet Temperature""",C,Baseboard( BaseboardNum ).WaterOutletTemp,"""System""","""Average""",Baseboard( BaseboardNum ).EquipID
BoilerSteam.cc,378,"""Boiler Heating Rate""",W,BoilerReport( BoilerNum ).BoilerLoad,"""System""","""Average""",Boiler( BoilerNum ).Name
BoilerSteam.cc,379,"""Boiler Heating Energy""",J,BoilerReport( BoilerNum ).BoilerEnergy,"""System""","""Sum""",Boiler( BoilerNum ).Name
BoilerSteam.cc,381,"""Boiler "" + BoilerFuelTypeForOutputVariable( BoilerNum ) + "" Power""",W,BoilerReport( BoilerNum ).FuelUsed,"""System""","""Average""",Boiler( BoilerNum ).Name
BoilerSteam.cc,383,"""Boiler "" + BoilerFuelTypeForOutputVariable( BoilerNum ) + "" Rate""",W,BoilerReport( BoilerNum ).FuelUsed,"""System""","""Average""",Boiler( BoilerNum ).Name
BoilerSteam.cc,385,"""Boiler "" + BoilerFuelTypeForOutputVariable( BoilerNum ) + "" Energy""",J,BoilerReport( BoilerNum ).FuelConsumed,"""System""","""Sum""",Boiler( BoilerNum ).Name
BoilerSteam.cc,386,"""Boiler Steam Inlet Temperature""",C,BoilerReport( BoilerNum ).BoilerInletTemp,"""System""","""Average""",Boiler( BoilerNum ).Name
BoilerSteam.cc,387,"""Boiler Steam Outlet Temperature""",C,BoilerReport( BoilerNum ).BoilerOutletTemp,"""System""","""Average""",Boiler( BoilerNum ).Name
BoilerSteam.cc,388,"""Boiler Steam Mass Flow Rate""",kg/s,BoilerReport( BoilerNum ).Mdot,"""System""","""Average""",Boiler( BoilerNum ).Name
Boilers.cc,482,"""Boiler Heating Rate""",W,BoilerReport( BoilerNum ).BoilerLoad,"""System""","""Average""",Boiler( BoilerNum ).Name
Boilers.cc,483,"""Boiler Heating Energy""",J,BoilerReport( BoilerNum ).BoilerEnergy,"""System""","""Sum""",Boiler( BoilerNum ).Name
Boilers.cc,485,"""Boiler "" + BoilerFuelTypeForOutputVariable( BoilerNum ) + "" Power""",W,BoilerReport( BoilerNum ).FuelUsed,"""System""","""Average""",Boiler( BoilerNum ).Name
Boilers.cc,487,"""Boiler "" + BoilerFuelTypeForOutputVariable( BoilerNum ) + "" Rate""",W,BoilerReport( BoilerNum ).FuelUsed,"""System""","""Average""",Boiler( BoilerNum ).Name
Boilers.cc,489,"""Boiler "" + BoilerFuelTypeForOutputVariable( BoilerNum ) + "" Energy""",J,BoilerReport( BoilerNum ).FuelConsumed,"""System""","""Sum""",Boiler( BoilerNum ).Name
Boilers.cc,490,"""Boiler Inlet Temperature""",C,BoilerReport( BoilerNum ).BoilerInletTemp,"""System""","""Average""",Boiler( BoilerNum ).Name
Boilers.cc,491,"""Boiler Outlet Temperature""",C,BoilerReport( BoilerNum ).BoilerOutletTemp,"""System""","""Average""",Boiler( BoilerNum ).Name
Boilers.cc,492,"""Boiler Mass Flow Rate""",kg/s,BoilerReport( BoilerNum ).Mdot,"""System""","""Average""",Boiler( BoilerNum ).Name
Boilers.cc,493,"""Boiler Ancillary Electric Power""",W,BoilerReport( BoilerNum ).ParasiticElecPower,"""System""","""Average""",Boiler( BoilerNum ).Name
Boilers.cc,494,"""Boiler Ancillary Electric Energy""",J,BoilerReport( BoilerNum ).ParasiticElecConsumption,"""System""","""Sum""",Boiler( BoilerNum ).Name
Boilers.cc,495,"""Boiler Part Load Ratio""",,BoilerReport( BoilerNum ).BoilerPLR,"""System""","""Average""",Boiler( BoilerNum ).Name
CTElectricGenerator.cc,452,"""Generator Produced Electric Power""",W,CTGeneratorReport( GeneratorNum ).PowerGen,"""System""","""Average""",CTGenerator( GeneratorNum ).Name
CTElectricGenerator.cc,453,"""Generator Produced Electric Energy""",J,CTGeneratorReport( GeneratorNum ).EnergyGen,"""System""","""Sum""",CTGenerator( GeneratorNum ).Name
CTElectricGenerator.cc,455,"""Generator "" + CTGenerator( GeneratorNum ).FuelType + "" Rate""",W,CTGeneratorReport( GeneratorNum ).FuelEnergyUseRate,"""System""","""Average""",CTGenerator( GeneratorNum ).Name
CTElectricGenerator.cc,456,"""Generator "" + CTGenerator( GeneratorNum ).FuelType + "" Energy""",J,CTGeneratorReport( GeneratorNum ).FuelEnergy,"""System""","""Sum""",CTGenerator( GeneratorNum ).Name
CTElectricGenerator.cc,459,"""Generator Fuel HHV Basis Rate""",W,CTGeneratorReport( GeneratorNum ).FuelEnergyUseRate,"""System""","""Average""",CTGenerator( GeneratorNum ).Name
CTElectricGenerator.cc,460,"""Generator Fuel HHV Basis Energy""",J,CTGeneratorReport( GeneratorNum ).FuelEnergy,"""System""","""Sum""",CTGenerator( GeneratorNum ).Name
CTElectricGenerator.cc,462,"""Generator "" + CTGenerator( GeneratorNum ).FuelType + "" Mass Flow Rate""",kg/s,CTGeneratorReport( GeneratorNum ).FuelMdot,"""System""","""Average""",CTGenerator( GeneratorNum ).Name
CTElectricGenerator.cc,464,"""Generator Exhaust Air Temperature""",C,CTGeneratorReport( GeneratorNum ).ExhaustStackTemp,"""System""","""Average""",CTGenerator( GeneratorNum ).Name
CTElectricGenerator.cc,467,"""Generator Exhaust Heat Recovery Rate""",W,CTGeneratorReport( GeneratorNum ).QExhaustRecovered,"""System""","""Average""",CTGenerator( GeneratorNum ).Name
CTElectricGenerator.cc,468,"""Generator Exhaust Heat Recovery Energy""",J,CTGeneratorReport( GeneratorNum ).ExhaustEnergyRec,"""System""","""Sum""",CTGenerator( GeneratorNum ).Name
CTElectricGenerator.cc,470,"""Generator Lube Heat Recovery Rate""",W,CTGeneratorReport( GeneratorNum ).QLubeOilRecovered,"""System""","""Average""",CTGenerator( GeneratorNum ).Name
CTElectricGenerator.cc,471,"""Generator Lube Heat Recovery Energy""",J,CTGeneratorReport( GeneratorNum ).LubeOilEnergyRec,"""System""","""Sum""",CTGenerator( GeneratorNum ).Name
CTElectricGenerator.cc,473,"""Generator Produced Thermal Rate""",W,CTGeneratorReport( GeneratorNum ).QTotalHeatRecovered,"""System""","""Average""",CTGenerator( GeneratorNum ).Name
CTElectricGenerator.cc,474,"""Generator Produced Thermal Energy""",J,CTGeneratorReport( GeneratorNum ).TotalHeatEnergyRec,"""System""","""Sum""",CTGenerator( GeneratorNum ).Name
CTElectricGenerator.cc,476,"""Generator Heat Recovery Inlet Temperature""",C,CTGeneratorReport( GeneratorNum ).HeatRecInletTemp,"""System""","""Average""",CTGenerator( GeneratorNum ).Name
CTElectricGenerator.cc,477,"""Generator Heat Recovery Outlet Temperature""",C,CTGeneratorReport( GeneratorNum ).HeatRecOutletTemp,"""System""","""Average""",CTGenerator( GeneratorNum ).Name
CTElectricGenerator.cc,478,"""Generator Heat Recovery Mass Flow Rate""",kg/s,CTGeneratorReport( GeneratorNum ).HeatRecMdot,"""System""","""Average""",CTGenerator( GeneratorNum ).Name
ChillerAbsorption.cc,473,"""Chiller Electric Power""",W,BLASTAbsorberReport( AbsorberNum ).PumpingPower,"""System""","""Average""",BLASTAbsorber( AbsorberNum ).Name
ChillerAbsorption.cc,474,"""Chiller Electric Energy""",J,BLASTAbsorberReport( AbsorberNum ).PumpingEnergy,"""System""","""Sum""",BLASTAbsorber( AbsorberNum ).Name
ChillerAbsorption.cc,475,"""Chiller Evaporator Cooling Rate""",W,BLASTAbsorberReport( AbsorberNum ).QEvap,"""System""","""Average""",BLASTAbsorber( AbsorberNum ).Name
ChillerAbsorption.cc,476,"""Chiller Evaporator Cooling Energy""",J,BLASTAbsorberReport( AbsorberNum ).EvapEnergy,"""System""","""Sum""",BLASTAbsorber( AbsorberNum ).Name
ChillerAbsorption.cc,477,"""Chiller Evaporator Inlet Temperature""",C,BLASTAbsorberReport( AbsorberNum ).EvapInletTemp,"""System""","""Average""",BLASTAbsorber( AbsorberNum ).Name
ChillerAbsorption.cc,478,"""Chiller Evaporator Outlet Temperature""",C,BLASTAbsorberReport( AbsorberNum ).EvapOutletTemp,"""System""","""Average""",BLASTAbsorber( AbsorberNum ).Name
ChillerAbsorption.cc,479,"""Chiller Evaporator Mass Flow Rate""",kg/s,BLASTAbsorberReport( AbsorberNum ).Evapmdot,"""System""","""Average""",BLASTAbsorber( AbsorberNum ).Name
ChillerAbsorption.cc,481,"""Chiller Condenser Heat Transfer Rate""",W,BLASTAbsorberReport( AbsorberNum ).QCond,"""System""","""Average""",BLASTAbsorber( AbsorberNum ).Name
ChillerAbsorption.cc,482,"""Chiller Condenser Heat Transfer Energy""",J,BLASTAbsorberReport( AbsorberNum ).CondEnergy,"""System""","""Sum""",BLASTAbsorber( AbsorberNum ).Name
