1,13.csl.vavDx.light.pittsburgh.heat,
2,15.csl.vavDx.heavy.pittsburgh.heat,
,,
Date/Time,[1] Zone Air Temperature (C),[2] Zone Air Temperature (C)
2002/1/25 15:00,22.20379625,21.54349115
2002/1/25 15:10,22.11907519,21.8216287
2002/1/25 15:20,22.11871299,21.81503101
2002/1/25 15:30,22.11894932,21.82371279
2002/1/25 15:40,22.1189906,21.82597742
2002/1/25 15:50,22.1189836,21.82688193
2002/1/25 16:00,22.11892861,21.82772117
2002/1/25 16:10,22.42264889,21.83726
2002/1/25 16:20,22.42813431,21.83771923
2002/1/25 16:30,22.42875574,21.83832907
2002/1/25 16:40,22.42880922,21.83855057
2002/1/25 16:50,22.42881294,21.83859091
2002/1/25 17:00,22.42880998,21.83065327
2002/1/25 17:10,21.49771842,22.1650441
2002/1/25 17:20,21.34257619,22.16639392
2002/1/25 17:30,21.33720033,22.17385493
2002/1/25 17:40,21.33694701,22.17559741
2002/1/25 17:50,21.3369661,22.17629989
2002/1/25 18:00,21.33107553,22.17630816
2002/1/25 18:10,22.14382927,22.20994546
2002/1/25 18:20,22.16770726,22.21125465
2002/1/25 18:30,22.16306517,22.20461129
2002/1/25 18:40,22.16607475,22.20815752
2002/1/25 18:50,22.16723025,22.20900984
2002/1/25 19:00,22.1677407,22.20930852
2002/1/25 19:10,21.48796451,22.21194601
2002/1/25 19:20,21.44534679,22.2128273
2002/1/25 19:30,21.43705558,22.20611725
2002/1/25 19:40,21.4402328,22.20966392
2002/1/25 19:50,21.44164213,22.2105503
2002/1/25 20:00,21.44179001,22.2114027
2002/1/25 20:10,19.39924154,19.75642029
2002/1/25 20:20,18.09158529,17.56903097
2002/1/25 20:30,17.55553851,17.54666622
2002/1/25 20:40,17.44164477,17.53917288
2002/1/25 20:50,17.43800225,17.54674048
2002/1/25 21:00,17.43222118,17.54107913
2002/1/25 21:10,17.97187102,17.75305229
2002/1/25 21:20,17.98638998,17.75608426
2002/1/25 21:30,17.98227458,17.7492892
2002/1/25 21:40,17.9853083,17.7539049
2002/1/25 21:50,17.98555234,17.75494327
2002/1/25 22:00,17.98727181,17.75524303
2002/1/25 22:10,18.17407869,18.45035687
2002/1/25 22:20,18.17727861,18.47193816
2002/1/25 22:30,18.17238259,18.46939244
2002/1/25 22:40,18.17545206,18.47160421
2002/1/25 22:50,18.17576281,18.4718784
2002/1/25 23:00,18.17610393,18.47173284
2002/1/25 23:10,17.61432273,17.84500584
2002/1/25 23:20,17.60716822,17.83355352
2002/1/25 23:30,17.59952314,17.82801675
2002/1/25 23:40,17.60488832,17.83106207
2002/1/25 23:50,17.60582643,17.83169701
2002/1/26 0:00,17.60617828,17.83200847
2002/1/26 0:10,18.06780121,17.24083795
2002/1/26 0:20,18.07696122,17.18913514
2002/1/26 0:30,18.06892314,17.18037925
2002/1/26 0:40,18.07426334,17.18654282
2002/1/26 0:50,18.07539142,17.18789667
2002/1/26 1:00,18.07597979,17.18827665
2002/1/26 1:10,17.75093434,18.38751068
2002/1/26 1:20,17.74850869,18.37289443
2002/1/26 1:30,17.74893674,18.36722063
2002/1/26 1:40,17.74245865,18.37017687
2002/1/26 1:50,17.74630432,18.3709695
2002/1/26 2:00,17.74715943,18.37104337
2002/1/26 2:10,18.36072038,17.30417952
2002/1/26 2:20,18.38234529,17.06904063
2002/1/26 2:30,18.37654298,17.05598797
2002/1/26 2:40,18.38045691,17.05877357
2002/1/26 2:50,18.38148317,17.05937713
2002/1/26 3:00,18.38170074,17.05959412
2002/1/26 3:10,17.25250441,19.35798367
2002/1/26 3:20,17.05701228,19.32862541
2002/1/26 3:30,17.04675255,19.31869216
2002/1/26 3:40,17.05142486,19.32517696
2002/1/26 3:50,17.05251928,19.32727685
2002/1/26 4:00,17.05286942,19.32762741
2002/1/26 4:10,17.8486312,18.07190449
2002/1/26 4:20,17.86177939,17.86561455
2002/1/26 4:30,17.86252971,17.86425348
2002/1/26 4:40,17.85576646,17.85966304
2002/1/26 4:50,17.85973104,17.86250884
2002/1/26 5:00,17.86061614,17.86305444
2002/1/26 5:10,18.19052409,18.79617281
2002/1/26 5:20,18.1971714,18.81945316
2002/1/26 5:30,18.19052433,18.81204267
2002/1/26 5:40,18.19440776,18.8172965
2002/1/26 5:50,18.19562194,18.81850032
2002/1/26 6:00,18.19569458,18.81881873
2002/1/26 6:10,17.29173808,17.56915627
2002/1/26 6:20,17.16703908,17.31086402
2002/1/26 6:30,17.17094672,17.2981104
2002/1/26 6:40,17.1720021,17.30017953
2002/1/26 6:50,17.17229315,17.30062714
2002/1/26 7:00,17.1721576,17.30075649
2002/1/26 7:10,21.93550734,21.53694892
2002/1/26 7:20,22.53958979,21.98255715
2002/1/26 7:30,22.53979245,21.98307294
2002/1/26 7:40,22.55386753,21.97561241
2002/1/26 7:50,22.55506516,21.9835314
2002/1/26 8:00,22.55389198,21.98316894
2002/1/26 8:10,21.42109235,21.2836255
2002/1/26 8:20,21.31709329,21.27152828
2002/1/26 8:30,21.31627853,21.27148763
2002/1/26 8:40,21.31629548,21.27150433
2002/1/26 8:50,21.31661716,21.27181309
2002/1/26 9:00,21.31627266,21.27183212
2002/1/26 9:10,22.16803205,22.36509849
2002/1/26 9:20,22.18738121,22.40454427
2002/1/26 9:30,22.18754026,22.40515302
2002/1/26 9:40,22.18782503,22.40560705
2002/1/26 9:50,22.18885068,22.39489013
2002/1/26 10:00,22.18075559,22.4019666
2002/1/26 10:10,22.61332392,22.24674727
2002/1/26 10:20,22.63131606,22.24410166
2002/1/26 10:30,22.63175587,22.24355702
2002/1/26 10:40,22.63180378,22.24355217
2002/1/26 10:50,22.63239268,22.24405308
2002/1/26 11:00,22.62499067,22.24469411
2002/1/26 11:10,22.23707863,21.6365225
2002/1/26 11:20,22.23158111,21.62478805
2002/1/26 11:30,22.23208246,21.61611908
2002/1/26 11:40,22.22466615,21.62126701
2002/1/26 11:50,22.22902636,21.62257319
2002/1/26 12:00,22.23085811,21.62280914
2002/1/26 12:10,21.68865225,21.88120185
2002/1/26 12:20,21.66307893,21.87860948
2002/1/26 12:30,21.65531177,21.89038244
2002/1/26 12:40,21.65948364,21.88341582
2002/1/26 12:50,21.66040307,21.88698466
2002/1/26 13:00,21.66071872,21.88885968
2002/1/26 13:10,22.78984382,21.95598285
2002/1/26 13:20,22.83106727,21.95866984
2002/1/26 13:30,22.82106047,21.95088714
2002/1/26 13:40,22.82824851,21.95551425
2002/1/26 13:50,22.83061362,21.95669977
2002/1/26 14:00,22.8306802,21.9567784
2002/1/26 14:10,21.73370687,21.5239259
2002/1/26 14:20,21.56581218,21.51326658
2002/1/26 14:30,21.55431691,21.50480548
2002/1/26 14:40,21.55988185,21.50909182
2002/1/26 14:50,21.56395552,21.51324601
2002/1/26 15:00,21.5638284,21.51305763
2002/1/26 15:10,22.23960695,21.83266716
2002/1/26 15:20,22.2524814,21.8397754
2002/1/26 15:30,22.25233302,21.83947583
2002/1/26 15:40,22.25269524,21.83985782
2002/1/26 15:50,22.24402195,21.83044695
2002/1/26 16:00,22.25010453,21.84040782
2002/1/26 16:10,22.74198614,21.71299717
2002/1/26 16:20,22.7539181,21.71109156
2002/1/26 16:30,22.75408396,21.71107769
2002/1/26 16:40,22.75411398,21.7110893
2002/1/26 16:50,22.75412086,21.71155402
2002/1/26 17:00,22.75458219,21.71162451
2002/1/26 17:10,22.30644183,22.16558566
2002/1/26 17:20,22.30290497,22.17434909
2002/1/26 17:30,22.30276664,22.17507946
2002/1/26 17:40,22.30273822,22.17511105
2002/1/26 17:50,22.30327873,22.16781415
2002/1/26 18:00,22.30336732,22.17225679
2002/1/26 18:10,22.13019834,22.02909422
2002/1/26 18:20,22.12753529,22.02700481
2002/1/26 18:30,22.12798589,22.01982217
2002/1/26 18:40,22.1280485,22.02327509
2002/1/26 18:50,22.12135761,22.02461358
2002/1/26 19:00,22.12477238,22.02464393
2002/1/26 19:10,22.51823379,21.41267046
2002/1/26 19:20,22.52477896,21.40401642
2002/1/26 19:30,22.51627563,21.39644848
2002/1/26 19:40,22.52118324,21.40036883
2002/1/26 19:50,22.52281399,21.40152934
2002/1/26 20:00,22.52357251,21.40148337
2002/1/26 20:10,19.7841568,19.19628748
2002/1/26 20:20,18.53130446,18.27455323
2002/1/26 20:30,18.22740309,18.10882747
2002/1/26 20:40,18.22298811,18.10657116
2002/1/26 20:50,18.217218,18.10103558
2002/1/26 21:00,18.22091743,18.1047598
2002/1/26 21:10,18.34722721,17.70598774
2002/1/26 21:20,18.34843322,17.69802825
2002/1/26 21:30,18.34900974,17.69209704
2002/1/26 21:40,18.34513583,17.69530701
2002/1/26 21:50,18.34698135,17.69622286
2002/1/26 22:00,18.34775208,17.69619175
2002/1/26 22:10,17.48263573,16.98186955
2002/1/26 22:20,17.34020406,16.8597643
2002/1/26 22:30,17.33149433,16.84963944
2002/1/26 22:40,17.33563552,16.85289472
2002/1/26 22:50,17.33665394,16.85377887
2002/1/26 23:00,17.33739117,16.8538889
2002/1/26 23:10,18.5348717,18.14014234
2002/1/26 23:20,18.56810677,18.14593335
2002/1/26 23:30,18.56077085,18.14291724
2002/1/26 23:40,18.56591555,18.14483623
2002/1/26 23:50,18.56711621,18.14523691
2002/1/27 0:00,18.56753665,18.14535517
2002/1/27 0:10,17.72539943,17.95943245
2002/1/27 0:20,17.64703969,17.95802106
2002/1/27 0:30,17.63864927,17.95414866
2002/1/27 0:40,17.64214498,17.95657418
2002/1/27 0:50,17.64296218,17.95706418
2002/1/27 1:00,17.64306001,17.95707934
2002/1/27 1:10,17.41365602,18.21761898
2002/1/27 1:20,17.41251659,18.22065242
2002/1/27 1:30,17.41268835,18.21426697
2002/1/27 1:40,17.40648681,18.21860753
2002/1/27 1:50,17.40999567,18.21957911
2002/1/27 2:00,17.41077782,18.21971936
2002/1/27 2:10,17.81520233,18.11421733
2002/1/27 2:20,17.8207909,18.11372517
2002/1/27 2:30,17.81103154,18.11411118
2002/1/27 2:40,17.8175812,18.10888958
2002/1/27 2:50,17.81962348,18.1120216
2002/1/27 3:00,17.81996993,18.11265211
2002/1/27 3:10,17.85914273,18.27027601
2002/1/27 3:20,17.85046065,18.27323047
2002/1/27 3:30,17.8567479,18.26759648
2002/1/27 3:40,17.85813882,18.27097453
2002/1/27 3:50,17.85849763,18.27182907
2002/1/27 4:00,17.85867583,18.27193818
2002/1/27 4:10,17.79381395,18.80957204
2002/1/27 4:20,17.79368771,18.82186051
2002/1/27 4:30,17.79418816,18.81606011
2002/1/27 4:40,17.78691783,18.81974399
2002/1/27 4:50,17.79100268,18.82061435
2002/1/27 5:00,17.79222912,18.82104398
2002/1/27 5:10,17.72358925,17.71641482
2002/1/27 5:20,17.72343728,17.56537219
2002/1/27 5:30,17.71399544,17.55577968
2002/1/27 5:40,17.72015822,17.55834805
2002/1/27 5:50,17.72160593,17.55878361
2002/1/27 6:00,17.72205525,17.55900988
2002/1/27 6:10,18.07711156,18.63488231
2002/1/27 6:20,18.08265419,18.65633744
2002/1/27 6:30,18.07328479,18.64840405
2002/1/27 6:40,18.07937689,18.65410626
2002/1/27 6:50,18.08110294,18.65537399
2002/1/27 7:00,18.08126278,18.65580246
2002/1/27 7:10,21.40945862,21.39658826
2002/1/27 7:20,21.72416375,21.56544353
2002/1/27 7:30,21.72234013,21.55411946
2002/1/27 7:40,21.73565083,21.5686425
2002/1/27 7:50,21.72686281,21.56073867
2002/1/27 8:00,21.73617005,21.56929428
2002/1/27 8:10,22.77913467,22.37491147
2002/1/27 8:20,22.86651783,22.42962092
2002/1/27 8:30,22.86906051,22.4318159
2002/1/27 8:40,22.87008128,22.43250484
2002/1/27 8:50,22.86927496,22.43258732
2002/1/27 9:00,22.86967231,22.43253906
2002/1/27 9:10,22.52430625,22.29430599
2002/1/27 9:20,22.51034796,22.28945981
2002/1/27 9:30,22.50986834,22.28861648
2002/1/27 9:40,22.50981503,22.28848826
2002/1/27 9:50,22.50978554,22.28847186
2002/1/27 10:00,22.50977201,22.28846624
2002/1/27 10:10,21.35958622,22.22055178
2002/1/27 10:20,21.16885879,22.22047189
2002/1/27 10:30,21.1652419,22.2205737
2002/1/27 10:40,21.16517602,22.22056614
2002/1/27 10:50,21.16514716,22.22112632
2002/1/27 11:00,21.1655232,22.22136183
2002/1/27 11:10,22.95123406,22.02298741
2002/1/27 11:20,22.94991304,22.02029119
2002/1/27 11:30,22.95040662,22.02083651
2002/1/27 11:40,22.95046635,22.02105457
2002/1/27 11:50,22.95045651,22.02103211
2002/1/27 12:00,22.95042609,22.02097769
2002/1/27 12:10,22.68932914,21.19744322
2002/1/27 12:20,22.68755033,20.99721341
2002/1/27 12:30,22.68710409,20.99398051
2002/1/27 12:40,22.68702685,20.99389551
2002/1/27 12:50,22.6874022,20.99434057
2002/1/27 13:00,22.68792485,20.9882641
2002/1/27 13:10,21.61371588,22.04588231
2002/1/27 13:20,21.43433644,22.09214236
2002/1/27 13:30,21.37030315,22.08763362
2002/1/27 13:40,21.36802792,22.09184432
2002/1/27 13:50,21.36393917,22.09280423
2002/1/27 14:00,21.36637843,22.09321825
2002/1/27 14:10,21.81654306,22.52246677
2002/1/27 14:20,21.79717686,22.53747039
2002/1/27 14:30,21.79661998,22.53835976
2002/1/27 14:40,21.79659928,22.53839585
2002/1/27 14:50,21.79232172,22.53123981
2002/1/27 15:00,21.79493067,22.53549983
2002/1/27 15:10,22.24850711,22.35102292
2002/1/27 15:20,22.21436313,22.34909658
2002/1/27 15:30,22.20678912,22.34197729
2002/1/27 15:40,22.21216213,22.34627095
2002/1/27 15:50,22.21507751,22.34719707
2002/1/27 16:00,22.21506461,22.34968568
2002/1/27 16:10,21.91309169,22.10770195
2002/1/27 16:20,21.90571173,22.10597905
2002/1/27 16:30,21.90562463,22.10598549
2002/1/27 16:40,21.90563086,22.10601753
2002/1/27 16:50,21.9056391,22.10649732
2002/1/27 17:00,21.9056757,22.10666659
2002/1/27 17:10,22.27108346,21.65163138
2002/1/27 17:20,22.2812493,21.61825887
2002/1/27 17:30,22.28171919,21.61704052
2002/1/27 17:40,22.28127084,21.6169739
2002/1/27 17:50,22.28163117,21.61697529
2002/1/27 18:00,22.28171017,21.61049002
2002/1/27 18:10,21.47861773,21.28539128
2002/1/27 18:20,21.33278604,21.27804819
2002/1/27 18:30,21.33084931,21.2715001
2002/1/27 18:40,21.33085081,21.27518729
2002/1/27 18:50,21.33085468,21.27817461
2002/1/27 19:00,21.32543115,21.27175623
2002/1/27 19:10,21.96105972,21.73917535
2002/1/27 19:20,21.97255897,21.75001683
2002/1/27 19:30,21.9643189,21.75076947
2002/1/27 19:40,21.96978567,21.74412618
2002/1/27 19:50,21.97163791,21.74799084
2002/1/27 20:00,21.97176788,21.748784
2002/1/27 20:10,20.23725528,19.91911907
2002/1/27 20:20,18.92636652,18.78028897
2002/1/27 20:30,18.15254278,18.40323104
2002/1/27 20:40,17.72422035,18.3403073
2002/1/27 20:50,17.61829385,18.34023858
2002/1/27 21:00,17.61368873,18.34056497
2002/1/27 21:10,19.00919189,18.30836372
2002/1/27 21:20,18.98034416,18.30841669
2002/1/27 21:30,18.9750086,18.30479995
2002/1/27 21:40,18.97863403,18.30840115
2002/1/27 21:50,18.97924557,18.30501617
2002/1/27 22:00,18.97932051,18.30712526
2002/1/27 22:10,18.00607721,17.90301684
2002/1/27 22:20,17.67844327,17.77972575
2002/1/27 22:30,17.66357662,17.77284745
2002/1/27 22:40,17.66525659,17.77676914
2002/1/27 22:50,17.66561521,17.77758551
2002/1/27 23:00,17.66610575,17.77785651
2002/1/27 23:10,18.66834275,17.12499142
2002/1/27 23:20,18.67725261,16.9156927
2002/1/27 23:30,18.67778379,16.87496623
2002/1/27 23:40,18.67280796,16.87460499
2002/1/27 23:50,18.67568671,16.87035955
2002/1/28 0:00,18.67635185,16.87279518
2002/1/28 0:10,17.88626388,18.05709679
2002/1/28 0:20,17.77853813,18.01950767
2002/1/28 0:30,17.7719237,18.01490831
2002/1/28 0:40,17.77508804,18.0176999
2002/1/28 0:50,17.77577282,18.01827283
2002/1/28 1:00,17.77593589,18.01837057
2002/1/28 1:10,17.15263984,17.86684647
2002/1/28 1:20,17.05297791,17.86543772
2002/1/28 1:30,17.04522062,17.86098035
2002/1/28 1:40,17.04775663,17.86400224
2002/1/28 1:50,17.04819299,17.8646453
2002/1/28 2:00,17.04811157,17.86460788
2002/1/28 2:10,18.88119024,18.26142277
2002/1/28 2:20,18.83975506,18.26565119
2002/1/28 2:30,18.83075295,18.26184646
2002/1/28 2:40,18.83607867,18.26426449
2002/1/28 2:50,18.8372301,18.26473034
2002/1/28 3:00,18.83787531,18.26481509
2002/1/28 3:10,17.74015622,18.19675413
2002/1/28 3:20,17.48950766,18.19019007
2002/1/28 3:30,17.48585664,18.19353378
2002/1/28 3:40,17.48066801,18.19433878
2002/1/28 3:50,17.48368335,18.1944466
2002/1/28 4:00,17.48427192,18.19446663
2002/1/28 4:10,17.89385291,18.39830237
2002/1/28 4:20,17.90082971,18.39590263
2002/1/28 4:30,17.8952504,18.40061816
2002/1/28 4:40,17.89876896,18.40167685
2002/1/28 4:50,17.89943684,18.40186911
2002/1/28 5:00,17.89960598,18.40187647
2002/1/28 5:10,18.21981014,17.47601059
2002/1/28 5:20,18.22281141,17.31380448
2002/1/28 5:30,18.21402601,17.30612459
2002/1/28 5:40,18.22026911,17.30958267
2002/1/28 5:50,18.22165966,17.31029648
2002/1/28 6:00,18.22207992,17.31044141
2002/1/28 6:10,17.35445228,19.08179713
2002/1/28 6:20,17.2318546,19.05288275
2002/1/28 6:30,17.2235421,19.05269062
2002/1/28 6:40,17.22766423,19.04680958
2002/1/28 6:50,17.22864502,19.05012001
2002/1/28 7:00,17.22885747,19.05102575
2002/1/28 7:10,18.3634124,18.36672356
2002/1/28 7:20,18.35751873,18.33281839
2002/1/28 7:30,18.34822552,18.3264053
2002/1/28 7:40,18.35445283,18.32955552
2002/1/28 7:50,18.35607552,18.3301215
2002/1/28 8:00,18.35648113,18.33033712
2002/1/28 8:10,17.75447679,18.70886464
2002/1/28 8:20,17.7162273,18.71309324
2002/1/28 8:30,17.71601265,18.70767545
2002/1/28 8:40,17.71616878,18.71349044
2002/1/28 8:50,17.71538962,18.71310273
2002/1/28 9:00,17.7151263,18.71251114
2002/1/28 9:10,17.62363488,17.71716389
2002/1/28 9:20,17.6235275,17.49471233
2002/1/28 9:30,17.62354961,17.45906872
2002/1/28 9:40,17.62355638,17.45891473
2002/1/28 9:50,17.62373471,17.45910916
2002/1/28 10:00,17.62372289,17.45910447
2002/1/28 10:10,18.32666733,18.29203235
2002/1/28 10:20,18.31650371,18.26379631
2002/1/28 10:30,18.31638339,18.26358094
2002/1/28 10:40,18.31658053,18.2635855
2002/1/28 10:50,18.3168438,18.26358309
2002/1/28 11:00,18.31689095,18.25951704
2002/1/28 11:10,17.90114633,17.7773517
2002/1/28 11:20,17.82015647,17.563465
2002/1/28 11:30,17.81365164,17.44397182
2002/1/28 11:40,17.81728891,17.44086511
2002/1/28 11:50,17.81742681,17.43955441
2002/1/28 12:00,17.81722492,17.44067653
2002/1/28 12:10,17.7331857,18.0018582
2002/1/28 12:20,17.68758553,17.93439308
2002/1/28 12:30,17.65934667,17.93147975
2002/1/28 12:40,17.74849271,17.93154222
2002/1/28 12:50,17.72997065,17.92902551
2002/1/28 13:00,17.67631165,17.93157087
2002/1/28 13:10,18.8956896,18.4037034
2002/1/28 13:20,18.79806475,18.41183548
2002/1/28 13:30,18.79622389,18.41179106
2002/1/28 13:40,18.79620505,18.41180198
2002/1/28 13:50,18.79619503,18.41193785
2002/1/28 14:00,18.7964148,18.41242888
2002/1/28 14:10,18.30988897,18.06281599
2002/1/28 14:20,18.19214751,18.01539467
2002/1/28 14:30,18.18694995,18.01488668
2002/1/28 14:40,18.18687824,18.01075353
2002/1/28 14:50,18.18228819,18.01333517
2002/1/28 15:00,18.18507531,18.01393716
2002/1/28 15:10,18.08990001,18.1049488
2002/1/28 15:20,18.08798779,18.10638767
2002/1/28 15:30,18.0879614,18.10651207
2002/1/28 15:40,18.08793738,18.1029426
2002/1/28 15:50,18.08358787,18.10487045
2002/1/28 16:00,18.08794726,18.10658468
2002/1/28 16:10,17.81923954,17.84901731
2002/1/28 16:20,17.72324169,17.8142008
2002/1/28 16:30,17.72164443,17.81279912
2002/1/28 16:40,17.72163197,17.81274861
2002/1/28 16:50,17.72163597,17.81275033
2002/1/28 17:00,17.72163331,17.81275644
2002/1/28 17:10,18.20929931,18.40223548
2002/1/28 17:20,18.20987494,18.4006382
2002/1/28 17:30,18.20967679,18.40063684
2002/1/28 17:40,18.20964004,18.40063852
2002/1/28 17:50,18.20964876,18.40097297
2002/1/28 18:00,18.20984418,18.40103733
2002/1/28 18:10,17.61252484,17.94881315
2002/1/28 18:20,17.47828765,17.88812647
2002/1/28 18:30,17.47594397,17.88827803
2002/1/28 18:40,17.47642064,17.88849373
2002/1/28 18:50,17.47645602,17.88376713
2002/1/28 19:00,17.47646678,17.88705017
2002/1/28 19:10,18.1071467,18.35522534
2002/1/28 19:20,18.11850164,18.36271767
2002/1/28 19:30,18.11906022,18.35715224
2002/1/28 19:40,18.11912296,18.36114895
2002/1/28 19:50,18.11417195,18.36188767
2002/1/28 20:00,18.11700281,18.36200944
2002/1/28 20:10,18.41216034,18.0353449
2002/1/28 20:20,18.41743481,18.0314243
2002/1/28 20:30,18.41227524,18.02641036
2002/1/28 20:40,18.41538741,18.02991172
2002/1/28 20:50,18.41610985,18.03057219
2002/1/28 21:00,18.41623563,18.03066729
2002/1/28 21:10,18.3849357,17.72477444
2002/1/28 21:20,18.38508765,17.72271006
2002/1/28 21:30,18.37909693,17.71787492
2002/1/28 21:40,18.38251252,17.72123422
2002/1/28 21:50,18.38343581,17.7219742
2002/1/28 22:00,18.38359311,17.72196846
2002/1/28 22:10,18.4074825,18.71080073
2002/1/28 22:20,18.40843519,18.69074859
2002/1/28 22:30,18.40215585,18.69143163
2002/1/28 22:40,18.40577533,18.68549962
2002/1/28 22:50,18.40663714,18.68890296
2002/1/28 23:00,18.40682695,18.69006992
2002/1/28 23:10,19.11084514,18.47023984
2002/1/28 23:20,19.12902635,18.46913312
2002/1/28 23:30,19.12338117,18.46326622
2002/1/28 23:40,19.12698912,18.46668608
2002/1/28 23:50,19.12795357,18.46751671
2002/1/29 0:00,19.12839492,18.46758551
2002/1/29 0:10,17.99984909,17.71494257
2002/1/29 0:20,17.86472254,17.66190231
2002/1/29 0:30,17.85419179,17.65545392
2002/1/29 0:40,17.85968135,17.6582614
2002/1/29 0:50,17.86085857,17.65875134
2002/1/29 1:00,17.86128747,17.65893437
2002/1/29 1:10,17.99718333,17.98096626
2002/1/29 1:20,17.999923,17.98521949
2002/1/29 1:30,18.00025734,17.97958003
2002/1/29 1:40,17.99323283,17.9831383
2002/1/29 1:50,17.9971251,17.98378005
2002/1/29 2:00,17.9975804,17.98388314
2002/1/29 2:10,17.75169335,17.58191773
2002/1/29 2:20,17.75074398,17.57556275
2002/1/29 2:30,17.74152452,17.57630415
2002/1/29 2:40,17.74746372,17.57083155
2002/1/29 2:50,17.74889115,17.57418844
2002/1/29 3:00,17.7492661,17.57484469
2002/1/29 3:10,18.2963298,18.74793009
2002/1/29 3:20,18.30958282,18.78215573
2002/1/29 3:30,18.30287243,18.77257914
2002/1/29 3:40,18.3069582,18.77920443
2002/1/29 3:50,18.30807604,18.78100446
2002/1/29 4:00,18.30840955,18.78151253
2002/1/29 4:10,18.15119312,17.85634246
2002/1/29 4:20,18.14692879,17.76712179
2002/1/29 4:30,18.13921684,17.75763585
2002/1/29 4:40,18.14341049,17.76380874
2002/1/29 4:50,18.14447642,17.76523226
2002/1/29 5:00,18.14480533,17.76557152
2002/1/29 5:10,16.87243777,17.98712873
2002/1/29 5:20,16.6551716,17.99031048
2002/1/29 5:30,16.64176803,17.9839836
2002/1/29 5:40,16.64507279,17.98806093
2002/1/29 5:50,16.64580677,17.98872372
2002/1/29 6:00,16.6461511,17.98888796
2002/1/29 6:10,17.75579916,16.89725147
2002/1/29 6:20,17.78642253,16.72040482
2002/1/29 6:30,17.7775588,16.70933896
2002/1/29 6:40,17.7835027,16.71212387
2002/1/29 6:50,17.7853081,16.71267065
2002/1/29 7:00,17.78569295,16.71281847
2002/1/29 7:10,18.24876734,17.47337376
2002/1/29 7:20,18.2598642,17.48936131
2002/1/29 7:30,18.25270478,17.48168778
2002/1/29 7:40,18.26074524,17.49014321
2002/1/29 7:50,18.2598085,17.48981287
2002/1/29 8:00,18.25943299,17.48918206
2002/1/29 8:10,18.01904473,17.91672262
2002/1/29 8:20,18.01727507,17.92093307
2002/1/29 8:30,18.01725947,17.92093046
2002/1/29 8:40,18.01724732,17.92102367
2002/1/29 8:50,18.01732859,17.9210851
2002/1/29 9:00,18.01729444,17.92110443
2002/1/29 9:10,18.46142836,18.51819285
2002/1/29 9:20,18.46287725,18.51085541
2002/1/29 9:30,18.46292938,18.51059642
2002/1/29 9:40,18.46291156,18.51056373
2002/1/29 9:50,18.46301275,18.51070653
2002/1/29 10:00,18.46290953,18.51057772
2002/1/29 10:10,18.02885946,17.60399825
2002/1/29 10:20,17.97368283,17.32935187
2002/1/29 10:30,17.97347084,17.15657975
2002/1/29 10:40,17.97340604,17.15322184
2002/1/29 10:50,17.97339406,17.25824803
2002/1/29 11:00,17.9734356,17.36741634
2002/1/29 11:10,18.77172722,18.10601618
2002/1/29 11:20,18.69725535,18.00457376
2002/1/29 11:30,18.69600115,17.99239881
2002/1/29 11:40,18.6959835,17.99182501
2002/1/29 11:50,18.69633032,18.01505659
2002/1/29 12:00,18.75126018,18.09328224
2002/1/29 12:10,18.95437606,18.22947321
2002/1/29 12:20,19.05907066,18.39150531
2002/1/29 12:30,19.14792554,18.62137659
2002/1/29 12:40,19.38967355,18.73906347
2002/1/29 12:50,19.60434634,18.79401844
2002/1/29 13:00,19.71537002,18.84885771
2002/1/29 13:10,19.71697683,18.89801842
2002/1/29 13:20,19.69339998,18.87238907
2002/1/29 13:30,19.74838639,18.88243569
2002/1/29 13:40,20.01093848,18.99433
2002/1/29 13:50,20.05505714,18.99977724
2002/1/29 14:00,19.97546475,18.91943295
2002/1/29 14:10,20.08701285,18.96452522
2002/1/29 14:20,20.22066409,19.02398919
2002/1/29 14:30,20.24321714,19.08559117
2002/1/29 14:40,20.30733921,19.11104767
2002/1/29 14:50,20.39611132,19.17247372
2002/1/29 15:00,20.43689235,19.21212332
2002/1/29 15:10,20.51192587,19.23884743
2002/1/29 15:20,20.52625534,19.17052421
2002/1/29 15:30,20.53212824,19.07119851
2002/1/29 15:40,20.53137967,19.00420962
2002/1/29 15:50,20.58577433,18.99663522
2002/1/29 16:00,20.54968577,18.99625963
2002/1/29 16:10,20.40548133,18.83613742
2002/1/29 16:20,20.27836362,18.62099929
2002/1/29 16:30,20.10895585,18.44187313
2002/1/29 16:40,19.8766031,18.28402477
2002/1/29 16:50,19.72703558,18.16144053
2002/1/29 17:00,19.62960993,18.08461591
2002/1/29 17:10,19.42071241,18.05964216
2002/1/29 17:20,19.2402461,18.01204714
2002/1/29 17:30,19.0499903,17.81354687
2002/1/29 17:40,18.8244173,17.60497
2002/1/29 17:50,18.67365894,17.53831642
2002/1/29 18:00,18.56482721,17.49003347
2002/1/29 18:10,18.31244881,17.69687111
2002/1/29 18:20,17.87831029,17.62913564
2002/1/29 18:30,17.81525222,17.6289569
2002/1/29 18:40,17.77253126,17.62923756
2002/1/29 18:50,17.77187137,17.62930869
2002/1/29 19:00,17.77187298,17.62931061
2002/1/29 19:10,18.2039031,17.68023389
2002/1/29 19:20,18.18816667,17.67613169
2002/1/29 19:30,18.1882068,17.67960228
2002/1/29 19:40,18.18826691,17.68044477
