0.8624634332,0.8702627691
0.8291040016,0.8366019243
0.8162261066,0.8239706166
0.8065546341,0.8148209923
0.7981077039,0.8054422313
0.7878214335,0.7953171302
0.7778391993,0.7872886743
0.771369695,0.7787151506
0.7623898639,0.7703283899
0.7513837101,0.7582748034
0.7405161572,0.7490294785
0.7329860157,0.7413768148
0.719710387,0.7273790963
0.7081962015,0.7173067788
0.6951035322,0.7059766338
0.6864547782,0.6978920483
0.6780937007,0.6895009258
0.6647544805,0.6777767895
0.6517137507,0.6658366307
0.6389694679,0.6541827324
0.6292856174,0.644494114
0.6173499044,0.6333502411
0.6069738614,0.6241345709
0.5962949305,0.6152109477
0.5841910668,0.6050722627
0.5740001607,0.5983122448
0.5628304806,0.5890851007
0.5531276915,0.5819243306
0.5415414177,0.5727578504
0.5303494381,0.564540828
0.5162167204,0.5523659027
0.5076048751,0.5449504635
0.4987686698,0.536400977
0.4890761684,0.5269475647
0.4794773755,0.5180170401
0.46936812,0.5081752302
0.4618883395,0.5014339059
0.4539809506,0.4934290914
0.4447444854,0.4843469525
0.4343485566,0.4741298956
0.4254186096,0.4647788024
0.4199526478,0.4594239601
0.4118818363,0.452460223
0.4029084003,0.4433933772
0.3958306987,0.4356606428
0.3880627589,0.4281481408
0.3812220034,0.4208476087
0.3759622753,0.4146690157
0.3694605863,0.407902485
0.3633604976,0.4015938282
0.3587164929,0.3966615017
0.3526544356,0.3906909528
0.3474885625,0.3854929772
0.3424138374,0.3810566708
0.3370331158,0.3763204195
0.3326394776,0.3716561946
0.3288267237,0.3678769544
0.3241780356,0.3635628694
0.320821966,0.3608672026
0.3167291543,0.3571575631
0.3139124163,0.3536872246
0.3130656668,0.3524134501
0.3095094214,0.3500218983
0.3083133829,0.3489121274
0.3067678193,0.3472773461
0.305316212,0.3458962934
0.3046832331,0.345149463
0.3045320096,0.3435428796
0.3045905006,0.3433195291
0.3043052396,0.3426085206
0.3044137546,0.3423547632
0.3041500979,0.342399976
0.3033531232,0.3411911839
0.3019187796,0.3403632298
0.3020221232,0.3402922366
0.3002557745,0.3383748592
0.2999328444,0.3385363054
0.300317081,0.3392259838
0.300701734,0.3399105966
0.3026220318,0.3416221443
0.3034262198,0.3417009508
0.3033622822,0.3408177431
0.3050678054,0.3426838541
0.3066220617,0.343649872
0.308248472,0.3440541006
0.3107813906,0.3456517015
0.312774376,0.3477153709
0.3147325138,0.3494383019
0.3191208105,0.353172386
0.3212657678,0.3547584687
0.3241473137,0.3572849396
0.3270386861,0.3598466177
0.3288500026,0.3620588506
0.3312804004,0.3640191016
0.3367694202,0.3696586478
0.3414052982,0.3742118422
0.3463680835,0.3792087077
0.3488684337,0.3821271064
0.3531666876,0.3860990893
0.3577027569,0.3905577671
0.3618191867,0.3944734639
0.3664241001,0.3985840193
0.3704464838,0.4023269038
0.375773502,0.4084120978
0.3823610377,0.4144316587
0.3869907854,0.4190830157
0.3922160648,0.4241584583
0.3971241635,0.4290624763
0.4032717008,0.4351889463
0.4092220873,0.4399620937
0.4147926361,0.4448279658
0.4199441096,0.4504433959
0.4267601771,0.4560935228
0.4361212905,0.463801564
0.4442231313,0.4689311228
0.4489777732,0.4724347146
0.4547376677,0.4758901452
0.4623420028,0.4813968417
0.4685115953,0.4849961269
0.4754967436,0.4903581391
0.4811113821,0.4959181087
0.4872225275,0.5015195554
0.4933722855,0.5066700569
0.4990540447,0.5126676395
0.5071578029,0.5206887831
0.5171863214,0.5302224331
0.5231072728,0.5365943012
0.5287032504,0.5420759014
0.5315036972,0.5441252361
0.5394672502,0.5511469648
0.5460493431,0.557149409
0.5530119043,0.5641211633
0.5558080344,0.5688230909
0.5615227694,0.574716203
0.5656610774,0.5785562601
0.5719225331,0.5854029544
0.5764149288,0.5905819767
0.5823875864,0.5950535006
0.5884236504,0.599929572
0.5916900825,0.6038186503
0.5943771609,0.6070317676
0.5979036406,0.6118853124
0.6021536895,0.6157117861
0.6130818742,0.6227858157
0.5999694186,0.6133124112
0.5960923005,0.6085919433
0.5908059589,0.6035119487
0.5864344021,0.5987359366
0.5810358668,0.5932968362
0.5777867148,0.588202511
0.5675185639,0.5807004403
0.5642112342,0.5771190296
0.5586227779,0.5708108881
0.5525447633,0.5643220639
0.5459394781,0.5574120556
0.5435104765,0.5541538245
0.5343865616,0.544820012
0.5281792859,0.5393652046
0.5198991164,0.5321917016
0.5121688194,0.5250716271
0.5031808406,0.5153576316
