0.9958437677,0.9959300249
0.9865207483,0.986612706
0.972757381,0.9728064286
0.9552731672,0.9552910548
0.9348895964,0.9348891516
0.9124270746,0.912423798
0.8885127023,0.888501512
0.8634077951,0.863388376
0.8373291397,0.8373174055
0.810475848,0.8104792383
0.7830019703,0.7829989625
0.7550329703,0.755037213
0.726684196,0.7266889578
0.6980673089,0.6980568507
0.6692162052,0.6691855123
0.6401720648,0.6401138713
0.610939993,0.6108470051
0.5815474338,0.581412037
0.5520028301,0.5518192189
0.5224052567,0.5221749981
0.4928407761,0.4925384191
0.4633882297,0.4630177618
0.4341461391,0.4337176336
0.4052622816,0.4047778066
0.3768639935,0.3763049263
0.3490455703,0.3484072134
0.3218836131,0.3211717429
0.2955026786,0.2947250624
0.2699993657,0.2691791991
0.2455636916,0.2447001179
0.2223563255,0.221450665
0.200651145,0.1997267769
0.1807302365,0.1798194468
0.163025857,0.1621571468
0.1479916221,0.1472194494
0.1362772288,0.1356106356
0.1284394429,0.1279122619
0.1249199076,0.1245576483
0.1257181744,0.1255119294
0.1304793133,0.1303829715
0.1384612656,0.1384562549
0.1488775641,0.1489402604
0.1609338498,0.1610747469
0.1740496024,0.1742641813
0.1877080876,0.1879535144
0.2015340108,0.2017825728
0.2151996332,0.2154424064
0.2285147917,0.2287150457
0.2412511817,0.2413965922
