Date/Time,Electricity:Facility [J](Daily),DistrictCooling:Facility [J](Daily),DistrictHeating:Facility [J](Daily),Gas:Facility [J](Daily),Carbon Equivalent:Facility [kg](Daily),Electricity:Facility [J](Monthly),DistrictCooling:Facility [J](Monthly),DistrictHeating:Facility [J](Monthly),Gas:Facility [J](Monthly),Carbon Equivalent:Facility [kg](Monthly),Electricity:Facility [J](RunPeriod),DistrictCooling:Facility [J](RunPeriod),DistrictHeating:Facility [J](RunPeriod),Gas:Facility [J](RunPeriod),Carbon Equivalent:Facility [kg](RunPeriod) 
 01/01,260179077.113356,0.0,2105090851.22522,0.0,0.0 
 01/02,398363077.231277,0.0,3558483202.35839,0.0,0.0 
 01/03,398363077.231277,0.0,3790503927.23454,0.0,0.0 
 01/04,398363077.231277,0.0,4123414219.34225,0.0,0.0 
 01/05,398363077.231277,0.0,4369286072.42508,0.0,0.0 
 01/06,398363077.231277,0.0,3703263038.52455,0.0,0.0 
 01/07,260179077.113356,0.0,2913909980.04851,0.0,0.0 
 01/08,260179077.113356,0.0,3539841839.0866,0.0,0.0 
 01/09,398235577.231277,0.0,3039823713.84785,0.0,0.0 
 01/10,398363077.231277,0.0,3466493539.4941,0.0,0.0 
 01/11,398363077.231277,0.0,2544619642.51835,0.0,0.0 
 01/12,374509252.444952,0.0,924161252.80643,0.0,0.0 
 01/13,358340000.3082,0.0,0.0,0.0,0.0 
 01/14,221236000.19028,0.0,0.0,0.0,0.0 
 01/15,230984333.523613,0.0,615857857.926417,0.0,0.0 
 01/16,513296949.677198,0.0,2323505036.37851,0.0,0.0 
 01/17,514685511.468472,0.0,2311557765.35254,0.0,0.0 
 01/18,506963373.023438,0.0,1321412383.41767,0.0,0.0 
 01/19,500696380.210494,0.0,1027071998.0684,0.0,0.0 
 01/20,514502396.476463,0.0,1988324148.42155,0.0,0.0 
 01/21,260179077.113356,0.0,3325807474.10235,0.0,0.0 
 01/22,260179077.113356,0.0,3838523340.50257,0.0,0.0 
 01/23,512275133.200514,0.0,3523387596.53942,0.0,0.0 
 01/24,515163496.963167,0.0,3347137680.0954,0.0,0.0 
 01/25,514989980.874192,0.0,3277593781.74955,0.0,0.0 
 01/26,515335570.993376,0.0,3357896655.12051,0.0,0.0 
 01/27,513868075.343856,0.0,3068990586.70935,0.0,0.0 
 01/28,260179077.113356,0.0,2984590747.41419,0.0,0.0 
 01/29,260179077.113356,0.0,2948247934.83799,0.0,0.0 
 01/30,511479156.261582,0.0,2374928868.38125,0.0,0.0 
 01/31,513612432.372763,0.0,2988769772.09232,0.0,0.0,12339968700.9762,0.0,82702494906.0218,0.0,0.0 
 02/01,512217555.911022,0.0,3424824595.78079,0.0,0.0 
 02/02,514008402.705823,0.0,3330465501.97879,0.0,0.0 
 02/03,514505270.776298,0.0,2984750818.93506,0.0,0.0 
 02/04,260164077.113356,0.0,2993918200.85859,0.0,0.0 
 02/05,259939077.113356,0.0,2561576936.94125,0.0,0.0 
 02/06,504856609.533164,0.0,1381610235.47867,0.0,0.0 
 02/07,509384170.112676,0.0,1539417277.40036,0.0,0.0 
 02/08,510469769.16053,0.0,2457101569.72172,0.0,0.0 
 02/09,512016410.779466,0.0,2082174296.12564,0.0,0.0 
 02/10,509788986.01155,0.0,1627758211.79201,0.0,0.0 
 02/11,259054077.113356,0.0,2489704419.73683,0.0,0.0 
 02/12,252309632.668912,0.0,1228542335.85568,0.0,0.0 
 02/13,509839196.156362,0.0,2045681754.78002,0.0,0.0 
 02/14,510277921.200957,0.0,2008046336.18394,0.0,0.0 
 02/15,510766455.64308,0.0,2334699102.84578,0.0,0.0 
 02/16,510843521.697097,0.0,2604195616.55156,0.0,0.0 
 02/17,509075692.294242,0.0,1689945135.92963,0.0,0.0 
 02/18,258919077.113356,0.0,2042503363.13829,0.0,0.0 
 02/19,256684077.113356,0.0,1475239197.92957,0.0,0.0 
 02/20,490862413.950963,0.0,887191826.868331,0.0,0.0 
 02/21,512946673.658677,0.0,1713251203.73125,0.0,0.0 
 02/22,513495303.288803,0.0,1996921579.65716,0.0,0.0 
 02/23,507891367.003123,0.0,1263870267.68556,0.0,0.0 
 02/24,513378848.109829,0.0,2218806809.64666,0.0,0.0 
 02/25,258469077.113356,0.0,2214919082.67342,0.0,0.0 
 02/26,257389077.113356,0.0,1805290160.76638,0.0,0.0 
 02/27,503922181.520881,0.0,1274136535.43873,0.0,0.0 
 02/28,500320024.588798,0.0,922644137.708143,0.0,0.0,12243794946.5657,0.0,56599186512.1397,0.0,0.0 
 03/01,499713591.027089,0.0,686756896.656902,0.0,0.0 
 03/02,513517354.999403,0.0,1636342005.61317,0.0,0.0 
 03/03,507222591.498099,0.0,1134260005.58592,0.0,0.0 
 03/04,246528500.19028,0.0,507866160.099668,0.0,0.0 
 03/05,243808051.472331,0.0,471772745.250449,0.0,0.0 
 03/06,491451307.284346,0.0,627660757.250974,0.0,0.0 
 03/07,491337347.818862,0.0,384423384.757284,0.0,0.0 
 03/08,480893796.852115,0.0,0.0,0.0,0.0 
 03/09,476235336.625248,0.0,28366888.2075566,0.0,0.0 
 03/10,510657121.444704,0.0,637691514.289243,0.0,0.0 
 03/11,254239077.113356,0.0,767667715.267569,0.0,0.0 
 03/12,258889077.113356,0.0,1812111370.75583,0.0,0.0 
 03/13,473526148.250265,0.0,1702301729.90293,0.0,0.0 
 03/14,466310280.020248,0.0,776303547.134237,0.0,0.0 
 03/15,453369068.42249,0.0,416399561.940362,0.0,0.0 
 03/16,451775450.44698,0.0,193218715.317931,0.0,0.0 
