Date/Time,Electricity:Facility [J](Daily),DistrictCooling:Facility [J](Daily),DistrictHeating:Facility [J](Daily),Gas:Facility [J](Daily),Carbon Equivalent:Facility [kg](Daily),Electricity:Facility [J](Monthly),DistrictCooling:Facility [J](Monthly),DistrictHeating:Facility [J](Monthly),Gas:Facility [J](Monthly),Carbon Equivalent:Facility [kg](Monthly),Electricity:Facility [J](RunPeriod),DistrictCooling:Facility [J](RunPeriod),DistrictHeating:Facility [J](RunPeriod),Gas:Facility [J](RunPeriod),Carbon Equivalent:Facility [kg](RunPeriod) 
 03/17,508206929.893943,0.0,1109641703.57699,0.0,0.0 
 03/18,252949077.113356,0.0,891743940.016075,0.0,0.0 
 03/19,251066000.19028,0.0,943347626.333561,0.0,0.0 
 03/20,511425245.964777,0.0,1657559635.33277,0.0,0.0 
 03/21,513447149.460148,0.0,1565412127.19876,0.0,0.0 
 03/22,505457776.826869,0.0,748447732.995871,0.0,0.0 
 03/23,492684024.37918,0.0,357279246.922252,0.0,0.0 
 03/24,487666063.756198,0.0,234292538.426691,0.0,0.0 
 03/25,221236000.19028,0.0,0.0,0.0,0.0 
 03/26,234606876.258656,0.0,199859193.183365,0.0,0.0 
 03/27,504978629.623791,0.0,582548445.181714,0.0,0.0 
 03/28,510042818.72165,0.0,754034778.533563,0.0,0.0 
 03/29,509985488.533422,0.0,898994919.349511,0.0,0.0 
 03/30,502017452.292485,0.0,596054374.532845,0.0,0.0 
 03/31,494201110.485654,0.0,488152222.299402,0.0,0.0,13319444744.2698,0.0,22810511481.9135,0.0,0.0,37903208391.8227,0.0,162112192900.075,0.0,0.0 
