Date/Time,Cooling:Electricity [J](Monthly),Heating:Gas [J](Monthly),Fans:Electricity [J](Monthly),HeatingCoils:EnergyTransfer [J](Monthly),CoolingCoils:EnergyTransfer [J](Monthly),InteriorLights:Electricity [J](Monthly),InteriorEquipment:Electricity [J](Monthly),Cooling:Electricity [J](RunPeriod),Heating:Gas [J](RunPeriod),Fans:Electricity [J](RunPeriod),HeatingCoils:EnergyTransfer [J](RunPeriod),CoolingCoils:EnergyTransfer [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),Electricity:Facility [J](Monthly),Electricity:Building [J](Monthly),Electricity:HVAC [J](Monthly),Gas:Facility [J](Monthly),Gas:HVAC [J](Monthly),Electricity:Facility [J](RunPeriod),Electricity:Building [J](RunPeriod),Electricity:HVAC [J](RunPeriod),Gas:Facility [J](RunPeriod),Gas:HVAC [J](RunPeriod) 
January,4178529348.4148318,37885485031.4685,3699127758.414756,30308388025.172956,13186519622.330206,7121250000.0,4102560000.0,,,,,,,,19101467106.82968,11223810000.0,7877657106.829611,37885485031.4685,37885485031.4685 
February,4154343665.131815,33013001271.35064,3825063766.984906,26410401017.07917,16485830655.335558,6226200000.0,3657600000.0,,,,,,,,17863207432.116807,9883800000.0,7979407432.116828,33013001271.35064,33013001271.35064 
March,2346628482.689227,25941759554.367719,2300244204.9034616,20753407643.493783,10670732895.251067,6855300000.0,4040640000.0,10679501496.235833,96840245857.18098,9824435730.303896,77472196685.74826,40343083172.916919,20202750000.0,11800800000.0,15542812687.592879,10895940000.0,4646872687.592704,25941759554.367719,25941759554.367719,52507487226.53949,32003550000.0,20503937226.53933,96840245857.18098,96840245857.18098 
